server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-5_fit,supernode-5_ev,supernode-4_fit,supernode-4_ev
21.79327917098999,34.11081123352051,9.413650751113892;18.709771156311035,28.093521118164062,9.314667224884033;15.725032091140747,28.09451675415039,18.436880588531494,34.1099169254303,9.409289121627808;18.721230268478394,28.098358392715454,9.366311311721802;21.74171018600464,28.09551763534546
53.00783681869507,65.27894568443298,43.43909811973572;49.81309986114502,62.233190298080444,43.48501801490784;52.95860433578491,59.26905155181885,52.48776817321777,65.27825570106506,43.464056968688965;49.77317261695862,59.26798391342163,40.44555377960205;52.911592960357666,59.232017040252686
87.12690043449402,96.4184923171997,77.64174222946167;87.07716703414917,96.41516709327698,77.54768657684326;87.00364065170288,93.40839433670044,83.59174871444702,96.4141435623169,74.63416004180908;83.95168209075928,93.40723967552185,74.61366057395935;87.03543829917908,96.41784858703613
118.23097157478333,130.5249102115631,105.76737451553345;118.17828869819641,127.51993656158447,105.85499286651611;115.169668674469,124.515385389328,114.86023712158203,130.52429938316345,105.84152960777283;115.13269448280334,124.51622104644775,102.80833864212036;115.18664216995239,121.51217007637024
149.32277965545654,158.6159701347351,139.8876121044159;149.2639000415802,155.6055564880371,139.88263535499573;149.2137053012848,155.5972445011139,148.85726165771484,158.6156792640686,139.84442853927612;146.21347546577454,155.5373351573944,139.89927291870117;149.1839349269867,155.61088275909424
186.82546496391296,199.14363503456116,167.94076895713806;177.37018823623657;186.70873427391052,193.13566899299622,168.05980396270752;177.33841681480408;186.72655534744263,196.13640427589417,179.95945286750793,199.14299392700195,168.0333766937256;177.43397045135498;183.74537992477417,193.13474130630493,168.056001663208;177.4381172657013;186.77645826339722,193.13345956802368
220.94699931144714,230.22202134132385,211.5361397266388;220.89742279052734,230.22097659111023,211.5098626613617;217.88241505622864,230.17277121543884,217.51245403289795,230.22182774543762,208.52259039878845;217.88633584976196,227.22004771232605,208.5042428970337;220.84096121788025,224.2173843383789
258.3520121574402,270.61759424209595,239.51974320411682;248.8287272453308;258.1844515800476,264.6793267726898,236.53683590888977;248.84545707702637;258.1275544166565,264.6741762161255,251.56502032279968,270.6173334121704,239.56042957305908;248.88336443901062;258.26195788383484,264.6291456222534,239.56429958343506;248.8782994747162;258.3035657405853,261.6670255661011
292.4020502567291,307.7195773124695,279.9280982017517;292.3117427825928,298.7060499191284,282.94133257865906;292.3529050350189,301.712607383728,291.9636752605438,307.7189402580261,279.873473405838;292.28592133522034,298.70326805114746,279.946932554245;292.2593479156494,298.70446944236755
329.6198515892029,341.9133520126343,320.09498858451843;329.5177688598633,335.9081883430481,320.0541388988495;329.39105558395386,335.90929555892944,329.11334776878357,341.91314482688904,317.07418298721313;329.5617289543152,338.8589622974396,317.02322363853455;326.44054555892944,335.8509747982025
360.6934368610382,369.9314115047455,351.2150135040283;360.537282705307,367.0039699077606,351.2595455646515;360.60372948646545,366.9986205101013,360.2086372375488,369.93121433258057,351.2357392311096;360.6438443660736,367.00644969940186,351.24800086021423;360.57107400894165,367.0031497478485
394.5950651168823,403.8889648914337,379.270854473114;391.5710961818695,403.88780546188354,382.21142411231995;394.5456488132477,400.82205748558044,391.45070910453796,403.88689517974854,376.22909283638;391.57585287094116,400.8800268173218,379.3008232116699;391.5801651477814,403.88881254196167
422.69538593292236,434.91683077812195,413.241548538208;422.6460156440735,428.9113872051239,410.2317714691162;422.5532977581024,428.9087378978729,422.23878359794617,434.91654872894287,410.2641580104828;422.6053478717804,428.9508032798767,410.26043701171875;422.5738842487335,428.9548749923706
463.030579328537,475.3199272155762,444.2695789337158;453.5840106010437;462.94062542915344,469.31373167037964,441.25331115722656;453.59457206726074;462.98117876052856,469.31526923179626,456.2608006000519,475.3197236061096,444.258234500885;450.5288305282593;462.90186834335327,466.2657105922699,441.17866611480713;453.56315755844116;459.8455319404602,469.2562792301178
494.12042260169983,506.39067554473877,484.67638659477234;493.9659023284912,500.3635971546173,484.67983865737915;494.0081036090851,500.38541197776794,493.57715821266174,506.3905153274536,484.64362025260925;491.00742173194885,503.36455941200256,481.6231687068939;494.06154584884644,500.3843665122986
525.217161655426,534.5213966369629,515.7275183200836;525.0945732593536,531.5151929855347,515.7322385311127;522.021470785141,534.5202009677887,524.7174227237701,534.5212280750275,515.6965868473053;525.1277689933777,531.5173318386078,512.6469209194183;525.1678540706635,531.5163581371307
559.4447391033173,571.7332572937012,543.9288580417633;556.315831899643,565.7243094444275,546.9190266132355;559.3195085525513,568.7249965667725,552.9406452178955,571.7329790592194,543.8758873939514;553.282922744751,565.722925901413,543.9332873821259;556.3360042572021,565.6660041809082
590.4330394268036,602.7621111869812,581.0445599555969;590.3824589252472,596.6907918453217,581.015374660492;587.3629386425018,596.7498919963837,590.0620181560516,602.7619640827179,580.9916458129883;587.3582983016968,599.7545652389526,581.0307760238647;590.336535692215,596.7507393360138
621.6517481803894,633.934005022049,612.1934280395508;621.5570387840271,627.9298491477966,612.1889839172363;621.4921050071716,630.9320306777954,621.1953463554382,633.933854341507,612.1641111373901;621.5226962566376,627.9260787963867,612.2180960178375;621.602071762085,627.87437915802
655.6286442279816,667.9105515480042,643.2664148807526;652.6204600334167,664.8468742370605,643.1980450153351;655.5699300765991,664.8775703907013,652.2834665775299,667.9103796482086,640.2601754665375;652.5537507534027,661.9002346992493,643.2481014728546;652.5960419178009,661.899197101593
686.6690735816956,698.89191198349,674.2664413452148;686.567209482193,692.9386737346649,677.2434165477753;686.5788018703461,692.9378151893616,686.2269358634949,698.8913385868073,674.2523097991943;686.620157957077,692.9394340515137,677.1872465610504;683.5519618988037,695.9434659481049
717.8157873153687,730.1034917831421,708.1993918418884;717.6286985874176,724.0933041572571,705.345986366272;717.7225723266602,724.0707004070282,717.3326344490051,730.1029016971588,708.3644647598267;717.7268416881561,727.1008036136627,708.3597812652588;717.7667193412781,724.0338323116302
748.9336524009705,758.2799711227417,739.4791700839996;748.8357331752777,755.266437292099,739.5076088905334;748.8841106891632,755.2675175666809,748.3921496868134,758.1887013912201,736.484011888504;748.7686190605164,758.2745866775513,739.511472940445;745.812741279602,758.2793955802917
