server_fit,server_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev
21.801481008529663,34.11834454536438,9.312840938568115;21.703478574752808,28.108044385910034,9.327889442443848;21.658672094345093,28.10700535774231,9.38072156906128;21.751118659973145,28.106085777282715,12.388099431991577;18.70582938194275,31.115713596343994,21.412352561950684,34.11751842498779
62.30271291732788,74.52355241775513,43.453887939453125;49.79987192153931;62.25306057929993,68.51158213615417,43.465274810791016;52.81659126281738;62.208733320236206,68.56937789916992,43.432213306427;52.80793261528015;62.150988817214966,68.57326865196228,43.40494179725647;52.82129240036011;62.17466378211975,68.57782435417175,55.47462320327759,74.52286863327026
93.33072018623352,102.605872631073,83.85596656799316;93.27977728843689,99.5926570892334,83.91296291351318;90.15376043319702,99.59155344963074,83.89548301696777;93.23670887947083,102.60521197319031,83.89119935035706;93.23299193382263,99.59341049194336,92.88441491127014,102.5994598865509
124.5127501487732,133.8126847743988,112.05267977714539;118.40024375915527,130.81654143333435,112.01179385185242;121.42245745658875,130.79888224601746,112.01558899879456;124.41532731056213,130.81862235069275,112.03335309028625;124.46252751350403,130.8035020828247,121.05094861984253,133.81197452545166
152.64719557762146,161.94487261772156,143.1992745399475;152.54834485054016,158.93810510635376,143.10262989997864;152.58924889564514,158.93607449531555,143.184907913208;152.51430869102478,158.90489602088928,143.11737608909607;149.51121640205383,158.9003574848175,152.16042351722717,161.94471549987793
180.8405785560608,190.11136555671692,171.32347774505615;177.6476686000824,190.11067819595337,168.29128193855286;180.75024819374084,187.09880661964417,171.323481798172;180.7261025905609,190.0455400943756,171.27805972099304;180.7915918827057,190.10570406913757,180.2176389694214,190.06489062309265
208.99208998680115,218.2488250732422,196.4826602935791;208.9182574748993,215.1986894607544,199.48786330223083;205.87466073036194,215.24025344848633,199.51233887672424;208.86910700798035,218.20587468147278,199.48415184020996;205.8707776069641,218.2431128025055,208.54602336883545,218.248188495636
237.15582871437073,246.43709540367126,227.6537938117981;234.03544211387634,243.42549586296082,227.65845465660095;237.10621166229248,243.42467522621155,227.6501657962799;237.06431937217712,243.42339444160461,227.65016889572144;237.0062198638916,246.43650674819946,236.62171268463135,246.43143582344055
274.7078742980957,283.97309374809265,255.90538382530212;265.25344157218933;274.6116383075714,283.9714958667755,255.90930366516113;262.1955986022949;274.6063859462738,280.9121823310852,255.74895477294922;265.1816248893738;274.6589124202728,280.91117215156555,255.90153813362122;265.2489981651306;274.5798234939575,283.9728720188141,267.83799743652344,280.97035098075867
305.67253732681274,314.9391453266144,290.2321982383728;302.68548107147217,311.93227767944336,293.31084084510803;299.674729347229,314.896057844162,290.28321647644043;305.61232233047485,314.9389793872833,293.2934994697571;302.6890592575073,314.9381904602051,302.29966020584106,314.89747977256775
333.7444226741791,343.00188970565796,324.29632472991943;333.6172561645508,342.9959468841553,321.27956771850586;330.61456322669983,339.99045515060425,324.3080995082855;333.69535422325134,339.98943758010864,324.30809473991394;333.65477991104126,343.0013291835785,333.34551787376404,342.9389810562134
371.11974835395813,380.323956489563,352.273962020874;361.69718194007874;370.9550414085388,380.3233554363251,352.41314363479614;358.74536323547363;371.01977038383484,377.396488904953,352.4084777832031;361.6938331127167;371.00335335731506,377.42273902893066,352.416809797287;358.74033665657043;371.06936383247375,377.4219071865082,364.3909959793091,377.420937538147
408.4902403354645,420.77257561683655,386.59267830848694;398.94568037986755;408.3962194919586,414.7617435455322,389.6768500804901;399.0396556854248;405.37746500968933,414.76448106765747,386.64823389053345;399.00260615348816;408.3303050994873,414.76607370376587,389.6731984615326;399.03537344932556;408.4418125152588,414.76305103302,401.66311526298523,420.77237129211426
452.0547797679901,461.36674642562866,430.1715886592865;439.5786898136139;445.94899344444275,458.3610620498657,430.1314413547516;436.46788334846497;448.97175669670105,458.36204981803894,430.17159366607666;439.5919964313507;451.9523434638977,461.33046078681946,430.12554454803467;439.49640250205994;452.00403237342834,461.36612915992737,442.16506576538086,461.30917835235596
489.5646221637726,498.8623571395874,470.77553725242615;480.04734563827515;486.46185874938965,495.86128640174866,470.7797544002533;480.07441329956055;486.44404458999634,495.86041498184204,470.77183651924133;480.1197032928467;489.46089911460876,498.8612930774689,470.7175974845886;480.11559891700745;489.50658988952637,498.8621642589569,482.74289560317993,498.78943157196045
517.8037722110748,527.0350339412689,508.2897791862488;517.6777617931366,524.0556833744049,508.2552545070648;514.6418581008911,524.0798215866089,508.2599835395813;517.7534437179565,524.0319654941559,508.29465556144714;517.7123613357544,524.070778131485,517.182163476944,527.0342888832092
545.8230242729187,555.2217702865601,533.3755657672882;545.7325892448425,552.2127022743225,536.3967695236206;545.7739057540894,552.2029225826263,536.4005661010742;545.6678223609924,552.2083456516266,536.3655023574829;545.6950328350067,552.200582742691,545.4645519256592,555.2210998535156
583.3878755569458,592.6568031311035,561.5567042827606;573.9591660499573;583.2943353652954,589.6493196487427,564.5756058692932;573.9540400505066;580.2640256881714,589.6483469009399,564.5915637016296;573.912674665451;583.2943391799927,592.6562476158142,564.5502247810364;573.8545908927917;583.3385915756226,589.5902333259583,576.4982964992523,592.6192951202393
614.4079668521881,623.7120387554169,598.9672875404358;611.304140329361,620.7107162475586,601.9156684875488;608.303108215332,620.714485168457,601.9830701351166;614.3567473888397,620.7074809074402,601.9580795764923;611.3321306705475,620.6165854930878,610.9657747745514,623.7113924026489
651.8637566566467,664.2098886966705,633.0679388046265;642.4061965942383;648.7065901756287,658.1951389312744,632.9895739555359;639.3340394496918;651.801944732666,658.1931087970734,630.0462901592255;642.374828338623;651.6750557422638,661.2025265693665,633.0825209617615;642.4104566574097;651.7309195995331,658.1943147182465,645.098680973053,664.2096927165985
683.0304226875305,692.4146161079407,673.5847561359406;682.980446100235,692.4112019538879,670.5474548339844;682.9389941692352,689.4018502235413,673.4854846000671;682.8907425403595,692.2751266956329,673.5884747505188;682.9150030612946,689.4008014202118,682.4867568016052,692.412801027298
714.230064868927,726.4561648368835,698.7699863910675;711.1065998077393,720.4840688705444,701.8149290084839;708.1573944091797,720.4850974082947,701.7651815414429;714.1803603172302,723.4883449077606,701.8111379146576;711.1503839492798,720.4478423595428,707.8620817661285,726.4557731151581
745.2787036895752,754.5673739910126,735.7876334190369;745.229761838913,751.5650815963745,735.7271866798401;742.0699589252472,751.5622956752777,735.7927525043488;745.1835126876831,751.567896604538,735.7589890956879;745.1931478977203,751.559755563736,744.69482421875,754.5671751499176
776.4068911075592,785.6909039020538,763.9978442192078;770.3630208969116,785.6490204334259,763.9978477954865;770.3446576595306,782.6773834228516,760.8860325813293;776.3561825752258,785.6903030872345,763.9881887435913;773.3756442070007,785.6446506977081,773.0266001224518,785.6852757930756
804.5459804534912,813.8585658073425,795.0292134284973;804.4432094097137,810.8025920391083,795.0565750598907;804.4874863624573,810.7972931861877,795.0342140197754;804.4473323822021,810.8531491756439,795.0759449005127;804.3432331085205,807.8522872924805,804.0615200996399,813.8581540584564
832.6653831005096,841.9382846355438,823.2143363952637;832.6157143115997,838.9283289909363,820.220954656601;832.4969029426575,838.9291121959686,823.1571817398071;832.5464556217194,841.9376566410065,823.2316284179688;832.565913438797,838.9301209449768,832.255086183548,841.8642945289612
860.8701930046082,870.1379222869873,851.3122959136963;860.7440826892853,867.1338498592377,851.3428828716278;857.6370868682861,867.072916507721,851.3281185626984;860.816428899765,867.1143171787262,851.3467509746552;857.6688086986542,867.1308772563934,860.3634562492371,870.137701511383
901.1133568286896,910.393625497818,879.4342293739319;885.7092635631561;898.1043374538422,907.3897166252136,879.4304826259613;888.7090909481049;898.12602186203,910.3918187618256,879.4421963691711;888.7524318695068;898.0703666210175,907.3884298801422,879.4384615421295;885.7522575855255;901.062413930893,910.3934626579285,891.4794251918793,910.3926467895508
