server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
151.32456588745117,172.61151337623596,123.50418829917908;132.90946245193481;151.20818305015564,160.60111904144287,123.60682988166809;138.9356791973114;151.26112985610962,160.6063895225525,150.62537026405334,172.6100583076477,123.52510333061218;135.90803360939026;148.23965525627136,160.56958556175232,123.6116156578064;135.84822630882263;151.2717568874359,157.593186378479
228.15268969535828,249.48982071876526,184.93710041046143;197.40687227249146;209.66685104370117;228.101172208786,237.47331023216248,184.9776132106781;197.41191697120667;212.73497104644775;228.06038570404053,234.46567392349243,215.05024671554565,249.48853087425232,184.99456214904785;197.36118388175964;209.715473651886;225.11285877227783,237.46445155143738,185.01094937324524;194.3303256034851;212.77223348617554;222.10578536987305,237.47452235221863
289.7816596031189,308.10497522354126,261.91722106933594;277.3310525417328;289.67085123062134,299.02280855178833,261.9172248840332;277.33467507362366;289.7233691215515,302.0286355018616,285.7691946029663,308.104177236557,261.8704283237457;271.23172783851624;289.7233655452728,296.0205271244049,258.85756063461304;274.2414734363556;289.7314953804016,299.0951986312866
348.310777425766,369.62433338165283,323.5263726711273;335.90569519996643;348.2449345588684,354.5631694793701,320.47715759277344;335.8707983493805;348.2048261165619,357.6086540222168,347.5375361442566,369.6231245994568,320.4596166610718;335.85112380981445;345.245477437973,357.6100420951843,320.49121046066284;332.874267578125;348.24088644981384,357.6108202934265
419.22469115257263,437.52923011779785,382.04297637939453;394.4218895435333;406.73084020614624;419.15308117866516,428.51958894729614,381.97733902931213;394.42523860931396;406.7497272491455;419.1530420780182,428.5220687389374,409.0022201538086,437.52808952331543,382.05780267715454;394.38278698921204;403.6937916278839;419.1185462474823,434.51968121528625,382.02573704719543;391.37231278419495;406.7092649936676;416.01441192626953,428.5277328491211
477.7224934101105,495.98170137405396,449.9409730434418;462.2998037338257;477.6719355583191,486.99059534072876,449.95618200302124;462.2594757080078;474.63070034980774,486.9743776321411,476.9762992858887,495.98052048683167,449.9254615306854;462.2319769859314;474.63481187820435,483.96634340286255,446.87591433525085;462.30390906333923;471.6320939064026,493.00069975852966
545.0227220058441,566.2657067775726,511.37044858932495;526.6430354118347;538.9899291992188,554.30806183815,508.3675057888031;523.6939194202423;538.9860925674438,554.2467970848083,535.4131064414978,566.2645168304443,508.404415845871;523.6906063556671;544.9734642505646,554.3027768135071,508.40899085998535;523.6310052871704;538.9128725528717,554.3122847080231
609.4613063335419,630.7648122310638,578.7192585468292;594.0580825805664;609.4059829711914,618.6931166648865,578.6985976696014;590.9958233833313;606.3985047340393,618.7474684715271,605.6243147850037,630.7640135288239,578.639063835144;591.0473783016205;603.3811011314392,618.7426648139954,575.6023321151733;588.0381093025208;606.398508310318,615.7335665225983
673.9180202484131,698.2328863143921,643.147750377655;658.4602468013763;673.8527958393097,680.2159826755524,643.0211026668549;658.4756188392639;673.759672164917,683.2271332740784,670.1479094028473,698.2321217060089,643.1080679893494;652.3994286060333;670.8196632862091,680.2210464477539,643.1443212032318;652.4491310119629;670.8269591331482,683.2145535945892
738.2709379196167,759.6194450855255,710.5371987819672;725.892936706543;738.1731762886047,747.6073212623596,710.6025133132935;725.9074199199677;738.2074155807495,747.5404453277588,737.61913895607,759.6182513237,710.5990307331085;722.8930087089539;735.2201912403107,747.6117398738861,710.5634572505951;719.8550548553467;738.1855771541595,744.5755794048309
