server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
154.4924099445343,175.89322185516357,120.588858127594;132.9176139831543;145.16982698440552,160.87612581253052,120.66470217704773;132.9470055103302;145.2151598930359,163.80484056472778,144.5685248374939,175.8916356563568,120.66470527648926;133.0027482509613;142.21468877792358;154.42226433753967,160.87708187103271,120.61931562423706;132.90454936027527;142.1724135875702;154.43651270866394,160.87509512901306
215.8638792037964,243.12669706344604,188.33991861343384;200.63032484054565;215.79423570632935,225.1089837551117,188.3399155139923;200.6026692390442;212.77651166915894,225.05321669578552,212.24332451820374,243.12538957595825,188.2993607521057;203.56952095031738;215.8081510066986,222.07501101493835,188.2397928237915;197.55027318000793;212.79079246520996,222.10394835472107
283.13592052459717,307.46475887298584,255.628977060318;270.83138132095337;283.082181930542,289.43348574638367,255.48958611488342;267.7896101474762;280.0495545864105,292.44333267211914,279.55388164520264,307.46348237991333,255.55183267593384;267.82669711112976;283.0637080669403,292.44845247268677,255.49549436569214;264.780802488327;280.0295000076294,289.43488121032715
347.3337733745575,371.6258592605591,319.86691975593567;332.11058044433594;347.24460077285767,356.6094534397125,319.72710943222046;335.0384039878845;347.2489848136902,356.57207798957825,343.88389444351196,371.6245665550232,316.79619336128235;332.0104720592499;341.2854266166687,356.57307505607605,319.7547652721405;332.07895374298096;344.3232719898224,356.60659408569336
417.87222838401794,442.20694398880005,383.9389967918396;396.2998821735382;408.5474338531494;417.8082094192505,427.17719292640686,384.0648834705353;399.3349575996399;411.56356620788574,427.17308259010315,411.00827264785767,442.20567059516907,384.0648863315582;396.33845376968384;411.5086500644684,427.18543672561646,384.01809215545654;396.30418395996094;408.5325081348419;417.80452823638916,427.16752672195435
491.365606546402,515.6842658519745,454.48708963394165;463.7624137401581;479.0509662628174;491.3137505054474,500.6547076702118,457.6428656578064;466.8342502117157;482.21792483329773,500.6482856273651,481.6446199417114,515.683021068573,454.67218542099;466.83425307273865;479.17216753959656,500.6605951786041,451.5580806732178;466.7878198623657;476.0671980381012;491.3102025985718,497.5791161060333
555.5316643714905,576.8377022743225,531.0911366939545;540.273008108139;552.5020189285278,564.7625851631165,528.1162357330322;543.2490072250366;555.4789752960205,561.8178148269653,552.0474202632904,576.8364174365997,525.0438182353973;540.3120441436768;552.4621481895447,564.7685790061951,528.0783298015594;537.2894926071167;552.4976966381073,561.8157525062561
616.7168657779694,641.0644745826721,589.2394664287567;601.4843332767487;616.6662938594818,626.0474052429199,592.2272562980652;604.4506988525391;616.6631474494934,626.0406074523926,613.2636113166809,641.0631923675537,589.260547876358;601.4409668445587;613.6786739826202,623.0354778766632,589.2006285190582;598.456386089325;613.6569423675537,623.03306889534
693.3618304729462,711.611658334732,653.3344602584839;665.7490441799164;681.0335118770599;693.3049054145813,702.7022993564606,653.4250628948212;665.6267862319946;680.8456964492798;693.3092682361603,702.6234028339386,683.4582145214081,711.6103935241699,653.4703278541565;665.804390668869;674.9968757629395;690.0258142948151,705.7060253620148,653.4703311920166;662.7490377426147;677.8356640338898;690.0553858280182,702.7011244297028
763.9912097454071,791.2607026100159,724.016515493393;736.2787146568298;748.6540930271149;763.9258108139038,770.2725398540497,723.9595096111298;736.2213323116302;748.5066494941711;763.8071162700653,770.2680025100708,750.9128174781799,791.2594313621521,724.079078912735;736.2787206172943;748.6264312267303;757.9281017780304,773.2420618534088,723.93372797966;733.2022428512573;748.4310910701752;760.8039829730988,773.2781403064728
828.0585098266602,852.408275604248,806.6841671466827;821.9539496898651,837.3307211399078,806.6996545791626;818.8834381103516,837.3850929737091,821.6912982463837,852.4066779613495,803.5265643596649;812.7304632663727;828.0048425197601,837.3930714130402,800.6145055294037;815.7234296798706;824.9820442199707,837.3251285552979
895.6115989685059,919.9807238578796,861.8836534023285;883.0205435752869;895.2261066436768,904.9533865451813,864.846045255661;877.0323243141174;895.2221355438232,904.9611713886261,888.8767840862274,919.9798998832703,861.8594183921814;874.0736050605774;883.3337302207947;895.5582926273346,904.9098446369171,861.8269250392914;874.0516226291656;883.314287185669;895.5381135940552,901.9465563297272
972.4661357402802,996.7750337123871,932.3688402175903;944.6974356174469;957.1385924816132;972.415675163269,978.7568151950836,932.4272220134735;944.7443327903748;957.1385953426361;969.3991360664368,981.6988906860352,959.3908190727234,996.7742166519165,932.427225112915;944.7443358898163;954.0369408130646;969.3665010929108,978.6991753578186,932.3111357688904;941.6496884822845;957.013475894928;969.3705520629883,978.7556760311127
1049.1768550872803,1076.4904725551605,1009.2862300872803;1021.731950044632;1033.9262936115265;1046.1127603054047,1058.466588973999,1009.229531288147;1018.5445110797882;1033.7574923038483;1049.1189906597137,1058.4728186130524,1036.289828300476,1076.4896636009216,1009.2862265110016;1021.7151048183441;1030.9196557998657;1043.116942167282,1055.4580147266388,1009.2398672103882;1018.5237593650818;1030.751240491867;1040.1180348396301,1058.4770126342773
