server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
135.94297099113464,145.24717783927917,117.4697802066803;126.83152484893799,145.2348234653473,117.56688714027405;135.88513708114624,145.2456488609314,117.52477407455444;129.83391165733337,145.24128651618958,120.51863837242126,145.18864464759827,117.57100749015808;129.88266444206238,142.23165726661682
173.05720901489258,182.41126608848572,157.53718066215515;169.97516751289368,182.38789010047913,160.6531298160553,182.40390372276306,160.61034536361694;172.97237372398376,182.41005444526672,157.5699987411499;172.99035906791687,182.39955163002014,157.58158373832703;169.99388313293457,182.39410257339478
210.23163437843323,219.5728189945221,197.74536633491516,219.46220588684082,194.83440804481506;207.17938232421875,219.57163834571838,194.71552848815918;207.13877272605896,219.5663161277771,194.8296377658844;210.1785225868225,216.52295207977295,191.7955138683319;207.17482137680054,216.56214118003845
244.52305269241333,253.81932091712952,231.95646619796753;244.45943570137024,253.8180956840515,231.9034504890442;244.4545259475708,253.74715995788574,231.89822387695312;241.3476903438568,253.7972583770752,234.9712734222412,253.8050639629364,231.96032738685608;241.34359073638916,253.81245183944702
281.6739637851715,290.99228405952454,266.2228500843048;281.5203311443329,290.9813828468323,269.2613742351532;281.61065769195557,287.97423028945923,266.25988268852234;281.596054315567,290.98618483543396,269.3055844306946,290.97620940208435,266.25510811805725;278.559410572052,290.9910912513733
315.8755373954773,325.17282485961914,306.4405529499054,322.1605784893036,303.3202681541443;312.7793664932251,325.1662526130676,303.4444978237152;315.7762451171875,322.15829730033875,303.4083640575409;315.81949758529663,325.1079535484314,303.4211175441742;315.8158235549927,325.17154908180237
350.0642669200897,362.36891889572144,340.5303621292114,359.35895109176636,337.58539509773254;346.9358308315277,362.36773228645325,337.52888560295105;349.995126247406,359.29405999183655,337.54504776000977;349.9854462146759,359.3014061450958,337.5853989124298;350.003781080246,359.3613233566284
390.1601405143738,399.4903712272644,374.7649841308594;390.08082938194275,399.48958921432495,377.7400572299957;387.073739528656,399.48311948776245,377.7718172073364;390.0974519252777,399.4790439605713,377.82346177101135,399.404767036438,374.7586898803711;390.0941228866577,399.4742650985718
424.3206584453583,433.6282868385315,411.98532223701477,433.56107544898987,411.82221937179565;424.22159719467163,433.6270763874054,411.86264300346375;424.2516233921051,430.61187410354614,411.9277722835541;424.22871017456055,433.62102484703064,408.8906936645508;424.26908254623413,430.61515760421753
458.4120662212372,467.73379397392273,446.00244998931885;458.323264837265,467.72810983657837,445.95273756980896;458.3466844558716,467.73256754875183,446.02021408081055;458.30637383461,467.67032957077026,446.08708596229553,464.7173652648926,445.98541259765625;455.3487911224365,467.72140860557556
495.55642580986023,504.9113850593567,483.175434589386,504.9052543640137,480.1854419708252;492.4564347267151,501.89733147621155,477.07962560653687;495.49278473854065,504.8915102481842,480.1501843929291;495.50556206703186,501.780779838562,480.18158078193665;489.50854229927063,504.91020107269287
532.7286322116852,545.1248633861542,517.2563495635986;529.585914850235,539.1136224269867,517.3628485202789,541.9953370094299,517.2602736949921;529.6350975036621,541.9963645935059,517.3144862651825;532.6786189079285,545.1236975193024,514.2910940647125;529.6495769023895,539.1125299930573
570.0769011974335,579.401392698288,557.5483956336975;570.0170590877533,579.3820743560791,557.5437979698181;570.0132431983948,576.393586397171,557.5994184017181,576.3961160182953,557.5154163837433;569.976166009903,579.4004783630371,557.4989445209503;570.0096235275269,576.3950734138489
604.2920227050781,613.6573023796082,591.7338066101074;601.2009558677673,613.6502940654755,591.8644757270813,613.6390929222107,591.774854183197;604.2325668334961,613.5271327495575,591.7940993309021;604.2029414176941,613.6458461284637,591.8273282051086;601.2126579284668,613.656099319458
644.464066028595,653.7747428417206,626.1319804191589,653.7735624313354,626.0933556556702;638.4166707992554,650.7600736618042,626.093359708786;644.3991272449493,650.7579362392426,626.0464797019958;638.4207262992859,653.6802020072937,622.9524204730988;638.3619709014893,653.7685024738312
678.7088193893433,688.0135576725006,666.1668808460236;678.5214040279388,684.9981853961945,666.2577819824219;678.6542074680328,688.0123424530029,666.1633355617523;678.6542479991913,687.9252126216888,675.2452020645142,688.0071353912354,663.2159130573273;678.6461684703827,685.0033028125763
712.8481378555298,722.1981115341187,700.439145565033;712.7190871238708,722.1913254261017,700.4299733638763;712.7729322910309,722.1282212734222,700.3812897205353;712.7944495677948,722.1861898899078,700.3812856674194;712.7621421813965,722.1969013214111,700.4753587245941,719.119802236557
747.1507515907288,756.4571619033813,734.7235646247864;747.0461745262146,753.4096102714539,737.7414126396179,756.4534153938293,734.7277762889862;747.0972929000854,756.4552533626556,734.7030944824219;747.0808508396149,756.4563057422638,734.6977994441986;744.0103075504303,756.419549703598
