server_fit,server_ev,supernode-4_fit,supernode-4_ev,supernode-1_fit,supernode-1_ev,supernode-3_fit,supernode-3_ev,supernode-2_fit,supernode-2_ev,supernode-5_fit,supernode-5_ev
18.73493790626526,31.040067195892334,9.429075717926025,25.032639741897583,9.312945365905762;18.686119318008423,25.03089475631714,18.382084608078003,31.039254903793335,9.392661571502686;18.68611454963684,25.029608488082886,6.316710948944092;18.640072107315063,25.031707525253296
49.83730363845825,62.198195457458496,37.38241529464722;49.78925657272339,56.1825385093689,40.46261167526245,56.183351278305054,49.41279125213623,62.19751286506653,37.401339292526245;49.746214389801025,56.181002378463745,40.42207336425781;49.78925323486328,59.189297676086426
81.01246213912964,90.32177710533142,71.52390098571777;80.96370005607605,90.32159423828125,71.61317348480225,87.28122401237488,80.56073570251465,90.32063698768616,71.49201273918152;80.96370315551758,87.31483340263367,71.54541492462158;80.91253662109375,87.31393575668335
118.44246578216553,130.73551774024963,96.65295100212097;109.04053544998169;118.38918161392212,124.71133542060852,99.75392127037048;109.07703757286072,124.73368859291077,111.7140600681305,130.73534870147705,99.78598594665527;118.38918590545654,127.73429894447327,96.6703131198883;108.98276042938232;118.34877395629883,124.67505836486816
158.7252447605133,174.02682662010193,137.07104969024658;149.26185631752014;158.66646766662598,165.0247242450714,137.09276723861694;149.34500646591187,165.02090883255005,152.1554136276245,174.02663683891296,139.997136592865;149.30777502059937;158.61704921722412,165.02393245697021,140.0432870388031;158.66647052764893,165.02254152297974
192.804936170578,202.0963270664215,180.31034183502197;192.7015664577484,199.08272767066956,183.43709087371826;189.7084231376648,199.0558204650879,192.47457766532898,202.09567999839783,183.4888231754303,196.08849835395813,183.44982266426086;192.74960279464722,202.09039783477783
223.80480456352234,236.13080263137817,211.42085576057434;223.75500535964966,230.13083243370056,214.4690933227539,233.13069939613342,220.4602382183075,236.13055086135864,214.42977333068848;220.7076177597046,230.12995791435242,208.41778182983398;223.75112199783325,230.12883925437927
261.08417558670044,273.3402588367462,242.46948218345642;254.698890209198,264.33070492744446,245.38340282440186;251.75320982933044;260.9717962741852,267.3085160255432,254.49234294891357,273.3396692276001,245.53362607955933;261.0354754924774,267.303071975708,245.49266815185547;251.74921011924744;261.03547835350037,267.2983548641205
301.3671398162842,313.594064950943,282.70187640190125;291.9997236728668;298.2926607131958,307.6389527320862,282.64869952201843;292.0363848209381;301.31687021255493,307.6373212337494,294.73075675964355,313.59340381622314,282.7462077140808;301.2957179546356,310.5870506763458,282.6656687259674;292.07406735420227,307.63811349868774
332.35627698898315,341.65011954307556,322.86336374282837;329.2396628856659,338.6440145969391,322.9670147895813;332.2935028076172,338.57481384277344,331.95021533966064,341.6495130062103,325.86939883232117,341.6028621196747,322.97109055519104;332.29811429977417,338.64325189590454
369.7137269973755,385.0235688686371,350.9925129413605;360.3180158138275,376.00981163978577,350.9960021972656;360.2765610218048;369.62421226501465,376.01277232170105,363.0967147350311,385.0233871936798,351.0470848083496;369.66306495666504,376.00540137290955,348.0376696586609;360.2295038700104;369.6630690097809,376.00038981437683
403.65919947624207,415.9597363471985,394.36706352233887;403.594562292099,409.95573568344116,394.40940618515015,409.9531042575836,403.30231046676636,415.95908069610596,394.352445602417;400.61904740333557,409.95779967308044,391.35056734085083;403.60927510261536,409.9513039588928
434.75063610076904,444.1182978153229,425.33395624160767;434.70128202438354,441.1157548427582,425.30371022224426;434.6373190879822,441.11016392707825,434.34354853630066,444.1181058883667,425.3705897331238;434.70127844810486,441.1182107925415,425.40285086631775,443.98687529563904
462.8953583240509,475.1321461200714,453.59117579460144,469.12492847442627,450.47683596611023;462.8463625907898,469.1840889453888,462.50953912734985,475.13155341148376,453.5463526248932;462.7843647003174,469.18204712867737,453.55973982810974;462.8463659286499,469.17979526519775
493.9022710323334,506.1972830295563,484.5516445636749;490.76312351226807,503.13969707489014,484.58378434181213,503.1936469078064,493.55401515960693,506.1966760158539,484.5023846626282;493.8396143913269,500.18450260162354,481.4909071922302;493.8439893722534,500.1549561023712
525.0288455486298,537.3223297595978,515.7280423641205,531.2319564819336,515.6176629066467;524.9663019180298,531.3165485858917,524.5096418857574,537.3217105865479,515.5649092197418;524.978732585907,531.3188917636871,515.5870976448059;521.8982384204865,531.3116457462311
556.056069612503,568.3829171657562,546.6485295295715;556.0055415630341,562.3769526481628,546.6852161884308;556.005538225174,562.3666272163391,555.6757969856262,568.3822734355927,546.7083566188812;555.950097322464,562.2939300537109,546.7409212589264,562.3722150325775
587.1547770500183,599.469831943512,574.8067865371704;587.0889987945557,593.388635635376,577.8737008571625,593.463714838028,586.7911698818207,599.4692018032074,577.8303563594818;584.0834324359894,593.4683673381805,577.8303527832031;587.1048948764801,593.4737775325775
630.5652384757996,642.8987774848938,608.9297151565552;618.2602071762085,636.8266026973724,608.9342195987701;618.2253861427307;630.5157423019409,639.8907814025879,620.9189503192902,642.8981096744537,611.9648761749268;627.4724013805389,639.8897752761841,608.8856601715088;618.2249608039856;624.4788398742676,636.8283805847168
670.8912470340729,680.1778748035431,652.1616480350494;661.5570464134216;670.8321976661682,680.1772875785828,652.2657694816589;667.7841594219208,677.1710035800934,664.184632062912,680.120908498764,649.221298456192;661.5896549224854,677.1718194484711,652.2194385528564;658.4797885417938;670.8140730857849,677.1342899799347
698.8827977180481,711.1690471172333,686.5208468437195;698.8324913978577,705.1530978679657,689.4675536155701;698.7738473415375,705.157476902008,698.598551273346,711.1684093475342,689.5352156162262;698.8324880599976,705.1493537425995,689.5868437290192,705.1157166957855
729.9061062335968,742.1975793838501,720.523775100708;726.7565402984619,736.1862540245056,720.4333076477051;729.8509194850922,736.1320867538452,729.5360379219055,742.1970081329346,723.5133638381958,739.1342930793762,717.4977924823761;729.8559362888336,736.1852939128876
770.2475593090057,782.5477819442749,751.5085299015045;760.8378984928131;770.1983227729797,779.5275585651398,751.5855052471161;760.8695003986359;770.14311170578,776.5408580303192,763.6090564727783,782.5476107597351,754.6027538776398;770.1983258724213,776.5397610664368,751.5855090618134;760.9020104408264,776.4703135490417
801.1724441051483,813.6249666213989,788.7918727397919;801.0628042221069,807.4449191093445,788.8598880767822;801.1235983371735,807.614508152008,800.8940484523773,813.6245727539062,791.8582239151001;801.1236019134521,807.6154351234436,791.88982462883,807.6176106929779
832.3314738273621,844.6336624622345,822.9883644580841;829.2430131435394,838.622180223465,819.9608173370361;832.2716207504272,841.6252024173737,831.9642462730408,844.6330728530884,822.944806098938;832.2542977333069,841.6243095397949,823.0283279418945,841.6231944561005
869.7885704040527,882.0286786556244,853.9209296703339;860.2735087871552;869.5241703987122,876.0706629753113,854.0311923027039;869.7385675907135,876.0181195735931,863.0049948692322,882.0280873775482,853.9606938362122;860.2683713436127;869.7347273826599,876.0569214820862,853.9875535964966;863.2956676483154,876.0502185821533
910.0441303253174,919.3460667133331,891.3788423538208;900.7130341529846,919.3350670337677,888.4073829650879;900.680317401886;909.9934346675873,919.345294713974,903.4318816661835,919.3407361507416,891.4218554496765;909.9934315681458,916.3259510993958,888.4009346961975;900.6696679592133;909.9394302368164,916.3271253108978
947.3699090480804,962.6474339962006,928.6619989871979;937.9720749855042;944.3443701267242,956.6095442771912,928.7798960208893;938.0509378910065;944.3088660240173,953.6002628803253,940.7805068492889,962.6472809314728,928.7487607002258;938.0845971107483,953.6389074325562,928.8194127082825;947.3164856433868,953.6011629104614
990.8140907287598,1000.0988652706146,972.0461931228638;981.365166425705;990.7465300559998,997.033627986908,972.0461897850037;981.4143378734589,997.0906295776367,983.9477870464325,1000.0970575809479,972.0652160644531;981.3651630878448;990.7631537914276,997.0344960689545,972.0968496799469;987.6432583332062,1000.0981674194336
1028.0887653827667,1040.4282011985779,1009.4562432765961;1018.7326574325562;1028.008849143982,1034.3850321769714,1009.5252823829651;1028.005312204361,1034.417985200882,1021.45019698143,1040.4276258945465,1009.4562466144562;1018.8079786300659,1037.421800851822,1009.4903910160065;1018.7634530067444;1024.995355129242,1034.4191069602966
1062.2422318458557,1074.46648478508,1049.854255437851,1068.4910814762115,1046.798523902893;1062.1929669380188,1071.5172481536865,1058.791429758072,1074.4659156799316,1049.8158152103424;1059.0975329875946,1071.5206425189972,1049.7550349235535;1059.0454378128052,1071.5192639827728
1105.4229230880737,1117.6748349666595,1083.7935137748718;1093.0510976314545;1099.3467998504639,1111.664165019989,1083.8637700080872;1105.3723275661469,1111.7054555416107,1095.8372378349304,1117.6742355823517,1083.832177400589;1093.0861313343048;1105.335884809494,1111.661699295044,1080.7948892116547;1093.120185136795,1111.7009286880493
1139.3309917449951,1151.6271450519562,1127.0570757389069,1145.6170318126678,1127.0126376152039;1136.316431760788,1145.5906875133514,1135.9955899715424,1151.626968383789,1126.9790108203888;1139.2803497314453,1148.6215710639954,1123.9718945026398;1136.2759006023407,1145.6186711788177
1176.8774302005768,1189.1615195274353,1161.1686732769012;1167.4608504772186;1176.7798328399658,1183.1538920402527,1161.1328220367432;1170.4915952682495,1183.1550405025482,1170.23588514328,1189.1609106063843,1161.1719498634338;1167.4735374450684;1176.8285455703735,1183.1526696681976,1161.2201964855194;1176.8285491466522,1183.1558854579926
1217.2221579551697,1229.6984558105469,1198.4537844657898;1204.815090417862;1217.1644279956818,1223.6974394321442,1198.5465655326843;1207.8667259216309,1223.4901449680328,1210.512928724289,1229.6976583003998,1198.5294439792633;1207.8350796699524;1217.1644306182861,1223.6932191848755,1198.5907428264618;1217.128268480301,1223.7013790607452
1257.6185884475708,1272.9053227901459,1236.0423963069916;1248.3303172588348;1257.565978050232,1266.9140810966492,1239.0582783222198;1248.3626852035522,1263.890816450119,1251.1009469032288,1272.9047284126282,1238.9957695007324;1248.3037812709808;1257.5394594669342,1266.8993499279022,1239.0965337753296;1254.56711935997,1263.8896090984344
1291.6739959716797,1300.9915225505829,1279.1996085643768;1291.625281572342,1297.9480593204498,1282.3447546958923,1294.9830558300018,1291.336682319641,1300.9909036159515,1282.2931451797485;1291.6252846717834,1300.9176852703094,1282.2980680465698;1291.5695095062256,1297.9855451583862
1319.8628613948822,1332.1722311973572,1310.2641756534576;1316.774048089981,1329.16925406456,1310.3448147773743;1319.808626651764,1326.159074306488,1319.2857093811035,1332.171659231186,1310.3861200809479;1319.8123669624329,1326.1580374240875,1310.418898820877,1326.1601009368896
1350.9131708145142,1363.2172129154205,1341.5878627300262;1347.8576385974884,1357.21018576622,1341.539451599121;1350.8514761924744,1357.2129287719727,1350.6034798622131,1363.2170159816742,1341.5826835632324;1350.863178730011,1357.20516371727,1341.6369326114655,1357.206383228302
