server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
18.75654911994934,28.052602291107178,9.55384349822998;18.705153226852417,24.988856315612793,9.452900886535645;15.631821632385254,24.98795795440674,9.388842344284058;18.593616247177124,25.044837713241577,9.502759218215942;18.685057401657104,25.045690298080444,9.604832172393799,28.051811695098877
46.69881463050842,55.95149207115173,37.53166937828064,52.9439811706543,37.48361587524414;46.64565920829773,55.95085144042969,37.344772815704346;46.550655364990234,52.966389417648315,37.32436990737915;46.51544260978699,52.944880962371826,37.41274619102478;46.628843545913696,52.89124631881714
74.52620124816895,80.80328512191772,65.39360928535461,80.77140998840332,65.31858015060425;74.47584915161133,80.793292760849,65.2480080127716;74.4365005493164,80.80296492576599,65.26477980613708;74.45324802398682,80.78995728492737,62.27793288230896;71.41744542121887,80.798419713974
102.3522937297821,108.57068467140198,90.16059565544128;99.32476902008057,108.5697181224823,90.12624621391296;99.29824233055115,108.57052206993103,93.26877498626709,108.56676459312439,93.14326882362366;102.30277609825134,108.56790494918823,90.00667595863342;96.23849391937256,108.56886792182922
127.09596824645996,136.36575317382812,117.89073157310486;127.03624486923218,136.36509656906128,117.78058314323425;126.93309664726257,133.27729082107544,114.83730554580688;123.99418687820435,133.35724663734436,117.81691360473633;127.02267909049988,133.35848784446716,117.90912246704102,133.34902143478394
154.91092801094055,161.17861676216125,142.702618598938;151.893141746521,161.1100037097931,145.67541456222534;154.82756280899048,161.17802667617798,145.7462718486786;154.85895586013794,161.16776776313782,145.7663426399231,161.1728653907776,142.72408652305603;151.9202435016632,161.11539459228516
179.7286913394928,189.0166368484497,170.51796674728394;179.67754101753235,189.01237964630127,170.4479682445526;179.66438817977905,186.0056393146515,167.48890209197998;176.64471793174744,189.0161416530609,170.55599403381348,185.9526448249817,170.426171541214;179.62278056144714,185.9964108467102
207.60246396064758,216.82988810539246,198.37397623062134;204.53054904937744,216.82927203178406,198.44347596168518,213.82113552093506,198.2568907737732;207.41493463516235,213.83907294273376,198.39878582954407;207.55072021484375,213.83997464179993,195.32697081565857;204.5124659538269,213.8202691078186
238.46821856498718,244.73488879203796,229.30062627792358,244.73358607292175,229.23787927627563;235.4146285057068,244.69483256340027,226.18235230445862;232.3861346244812,244.7342972755432,229.19726753234863;238.41678404808044,244.69705414772034,226.15510058403015;232.37839531898499,244.6963427066803
263.32833337783813,272.5781044960022,250.95871424674988;257.1433084011078,272.57748770713806,253.9526126384735;263.0611734390259,269.5115759372711,257.05243396759033,269.56877994537354,254.08454036712646;263.2488100528717,269.56009912490845,254.0972661972046;263.2667181491852,269.56969594955444
294.17355394363403,303.4044382572174,285.02707719802856,300.39705872535706,282.07082986831665;291.2447280883789,300.3410232067108,284.9954745769501;294.12260937690735,303.4041829109192,282.008097410202;291.22054862976074,300.35215067863464,281.94752740859985;288.1557104587555,300.39809226989746
322.04509139060974,328.3392162322998,312.8514943122864;321.9952976703644,328.32793974876404,312.6380662918091;321.964519739151,328.33372616767883,312.789165019989;321.9782884120941,328.27293586730957,312.90073466300964,328.2672038078308,312.6159076690674;318.9216322898865,328.3386745452881
346.9975092411041,353.25338888168335,337.7319474220276;346.94613909721375,353.2475919723511,337.5797293186188;346.71542286872864,353.16646575927734,337.68322682380676;346.94250679016113,353.1650183200836,337.783935546875,353.2527241706848,337.59984493255615;346.81260776519775,353.24199628829956
371.84932231903076,378.12162923812866,362.50055599212646;371.71562480926514,378.116327047348,362.63131403923035,378.03380703926086,362.4807105064392;371.64792227745056,375.1036145687103,362.57306814193726;371.7984642982483,378.1210386753082,359.5348060131073;368.71830224990845,378.11005783081055
399.66847944259644,408.926096200943,387.4729516506195;396.6699733734131,408.9239573478699,387.5310492515564;393.68477869033813,408.92506980895996,387.3728699684143;399.5566494464874,408.9259521961212,387.3959426879883;399.60320520401,405.9187891483307,387.587030172348,405.9197564125061
427.5307400226593,433.7887830734253,418.3595769405365,433.7822217941284,418.3396542072296;427.4800510406494,433.7882480621338,415.3410620689392;424.50583720207214,433.7801835536957,418.2367489337921;427.4119143486023,433.7812774181366,415.3017659187317;421.4717643260956,433.78414583206177
452.39719319343567,461.66131949424744,446.11783719062805,461.6555542945862,443.20432806015015;452.3464865684509,458.5930197238922,443.101979970932;452.28331303596497,458.6499671936035,443.181174993515;452.3280327320099,458.6487786769867,443.01517033576965;452.267689704895,461.66073536872864
480.2118601799011,486.4856753349304,467.92517280578613;477.1352069377899,483.4719731807709,471.02808928489685;480.15656328201294,486.48112988471985,473.98824882507324,486.4851915836334,470.906866312027;480.08635115623474,486.4790360927582,468.0118627548218;477.165390253067,486.48008155822754
505.157470703125,514.4174058437347,495.7573616504669;505.02241706848145,514.4167804718018,495.9298768043518;505.104052066803,511.3539311885834,495.8276352882385;505.058039188385,511.4094235897064,495.91150760650635;505.07849621772766,511.3324770927429,495.98630809783936,511.40849113464355
533.0094327926636,542.2030692100525,520.7906491756439;529.9637353420258,542.2029163837433,523.7820801734924;532.9490616321564,539.1975362300873,523.763888835907;532.925125837326,536.2556757926941,523.8469047546387,539.2597317695618,520.7605636119843;529.9484090805054,539.2586898803711
560.7730581760406,570.0197706222534,551.5204517841339;560.7160139083862,570.0191912651062,551.4853513240814;560.7077014446259,566.9839882850647,554.5640680789948,566.9832644462585,554.5466599464417;560.7118716239929,567.0115160942078,551.5639145374298;557.7492687702179,567.010703086853
588.6444969177246,594.8950290679932,579.4500303268433;585.6176817417145,594.8309869766235,579.3839335441589;588.5914440155029,594.8946912288666,582.3632843494415,594.8870537281036,582.3334176540375;588.4544212818146,594.8775815963745,579.3558678627014;588.5314736366272,594.8916614055634
613.4976546764374,622.732831954956,604.3411190509796,619.6639647483826,604.2925443649292;613.4461879730225,619.7259705066681,604.206885099411;613.3830916881561,622.6663224697113,604.2403733730316;613.4185245037079,622.7321598529816,601.2124800682068;610.3706831932068,619.7238857746124
641.3872604370117,647.6810569763184,632.2044599056244,647.6760411262512,632.0026133060455;641.2212817668915,647.6805086135864,632.1862313747406;641.3321661949158,647.6402010917664,631.9811289310455;641.1048359870911,647.6453750133514,632.1129567623138;638.2844040393829,647.6505970954895
666.3077700138092,675.6579461097717,660.0575513839722,675.6577751636505,660.0423345565796;666.1679420471191,675.6567742824554,657.0577890872955;666.2260115146637,672.6489663124084,656.936609506607;663.1129658222198,672.486496925354,657.071943283081;666.2483997344971,672.6500537395477
694.2358086109161,703.5029871463776,685.0827043056488,700.4962499141693,681.896657705307;691.101494550705,700.4224014282227,685.0674839019775;694.1857573986053,703.5028321743011,684.9136893749237;694.0119049549103,703.5020439624786,682.0083208084106;691.1518619060516,700.494960308075
722.2283108234406,731.4445676803589,712.9565510749817;719.1105072498322,728.4378185272217,713.0882303714752,731.4443938732147,713.0460662841797;722.1778059005737,728.4564745426178,712.9904751777649;722.1523001194,728.4039299488068,712.8949711322784;722.0696320533752,728.4365584850311
750.0622179508209,759.3064234256744,740.7322924137115;749.8924915790558,756.2994508743286,740.8304612636566;750.0086433887482,759.2438523769379,740.8823564052582,756.3011491298676,740.8050243854523;749.9882390499115,756.3001964092255,737.7696313858032;746.9562463760376,759.305944442749
777.8021941184998,784.1215229034424,768.6798348426819,781.1018517017365,765.6280133724213;774.811360836029,784.1157755851746,768.583690404892;777.7515254020691,784.0337958335876,768.5690479278564;777.7351109981537,784.1112530231476,765.6119656562805;774.7835097312927,784.1209053993225
