server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
18.894505977630615,25.184557914733887,9.450191736221313;18.842644691467285,25.110184907913208,9.431194543838501;18.717363119125366,25.183790683746338,9.427151679992676;18.79740881919861,25.173405408859253,9.322567224502563;18.784334659576416,25.122887134552002,9.494914770126343,25.17903995513916
43.980844497680664,53.283453941345215,34.51249814033508;43.890156745910645,50.27368116378784,34.55708456039429;43.93243932723999,50.274492025375366,34.523664474487305;43.837849855422974,53.283052921295166,34.53539729118347;43.85119414329529,53.279906034469604,34.60525465011597,50.272608041763306
72.16565299034119,81.4515483379364,62.78384518623352,78.40331864356995,62.73691415786743;72.03742361068726,81.4509539604187,62.69169235229492;71.99492454528809,78.40246534347534,62.72055673599243;72.07973456382751,78.44496583938599,59.64965558052063;72.11651563644409,78.44395399093628
100.31105041503906,106.59101271629333,90.84088659286499;100.19714045524597,106.59046173095703,90.8714816570282;97.16866755485535,106.51817107200623,87.83307647705078;100.26247048377991,106.57528758049011,90.92112374305725,106.58617353439331,87.81264066696167;100.22155332565308,106.58069348335266
125.43136501312256,134.70509934425354,112.94684529304504;125.3732123374939,131.70008087158203,115.93824505805969;125.32039141654968,134.70489645004272,115.85906147956848;125.32500386238098,131.70094513893127,116.01555490493774,131.69829511642456,115.96282958984375;122.23141169548035,131.6992793083191
153.54291081428528,162.8502550125122,143.98653721809387;150.34797859191895,159.83928394317627,147.06422996520996,162.75559973716736,141.06603360176086;153.45246267318726,159.74998927116394,144.07118320465088;153.44186067581177,162.84961009025574,144.09504747390747;153.4929165840149,162.84438920021057
181.70943307876587,190.93976354599,172.27207803726196,188.0188136100769,172.23260259628296;178.516930103302,190.93959498405457,172.18142008781433;181.6203896999359,188.01358819007874,172.20765733718872;181.66069149971008,188.01963138580322,169.18383860588074;181.62038588523865,188.0178484916687
209.73865461349487,216.0760006904602,200.29341340065002;209.6190323829651,216.07536149024963,200.34199905395508,216.06042957305908,197.23251605033875;209.64900541305542,216.07087993621826,200.29739427566528;209.59806442260742,216.06675148010254,200.2437973022461;209.68956995010376,215.95121026039124
234.8993604183197,241.1898331642151,225.4279854297638;231.8030731678009,241.18462657928467,225.43929529190063;234.8478648662567,241.174325466156,222.43426871299744;234.7477583885193,241.1192352771759,225.49507594108582,241.17983484268188,222.41371607780457;234.7984344959259,241.1893117427826
260.0559868812561,266.3341805934906,250.59469723701477;259.9966678619385,266.3238594532013,250.50037741661072;259.95613980293274,266.2866430282593,247.51516032218933;259.95613646507263,266.32900977134705,250.57337498664856;259.9024052619934,266.28757786750793,250.6344621181488,266.33363914489746
285.2081139087677,294.5078032016754,275.8245677947998,294.50761461257935,275.6870348453522;285.0481450557709,291.50069665908813,275.76522517204285;282.08751130104065,291.49884366989136,275.76159405708313;285.11803102493286,291.50165033340454,272.7967572212219;285.1591098308563,291.49978041648865
313.421502828598,319.7933540344238,303.9157841205597;313.328204870224,319.7929871082306,304.0083463191986,319.780433177948,303.9641695022583;313.2792181968689,319.7855336666107,303.9400444030762;313.3723711967468,319.7901232242584,300.91103982925415;313.33198738098145,319.77518343925476
338.6533668041229,344.93458890914917,329.2721884250641,344.93441247940063,329.2199103832245;338.6021227836609,344.89956998825073,329.1975836753845;338.4937846660614,344.9311001300812,329.21504306793213;338.5604565143585,344.8603422641754,326.1971101760864;338.5265190601349,344.93322229385376
363.8055987358093,373.0595324039459,354.1918041706085;363.6562237739563,367.0579891204834,354.34800910949707,370.09271788597107,351.3080368041992;363.7083492279053,370.09361839294434,354.2153842449188;363.75573539733887,373.05899024009705,354.30786871910095;363.712842464447,370.091299533844
391.89653754234314,401.184268951416,382.4751260280609,401.1837124824524,382.37790727615356;391.83987832069397,398.175443649292,382.3620581626892;391.71036982536316,398.1777687072754,382.4248604774475;388.7529077529907,398.17853021621704,382.420476436615;391.8005039691925,398.1767318248749
420.11534357070923,429.3963074684143,413.60363245010376,429.39568972587585,410.61620926856995;416.99067401885986,429.38531732559204,410.6205806732178;419.9811520576477,429.39092564582825,410.6153955459595;420.06435108184814,429.33057379722595,407.58841156959534;420.02418208122253,426.3779721260071
448.28026700019836,454.6010956764221,438.80488324165344;445.15981340408325,454.6005229949951,438.8453004360199,454.5236668586731,435.75958371162415;448.1907014846802,454.59130907058716,438.8048794269562;448.0696654319763,451.5928966999054,438.75310492515564;448.2303171157837,454.5288333892822
473.4255633354187,482.7337472438812,464.0582752227783,479.7436788082123,463.9635694026947;470.31654357910156,482.71550488471985,464.01401114463806;473.28245401382446,479.74296045303345,464.0140142440796;473.37164855003357,482.73316836357117,460.94474387168884;473.31165528297424,479.7072308063507
501.5676271915436,510.85571026802063,495.0106942653656,510.85511541366577,492.0988881587982;501.47467255592346,507.848091840744,492.0988917350769;501.4165949821472,507.8450970649719,492.0534338951111;501.4417152404785,507.84626364707947,489.0610291957855;501.5183665752411,507.8471431732178
529.8328037261963,539.1357963085175,520.4172275066376;529.6951718330383,536.1243929862976,520.3987555503845;529.7269811630249,536.1236455440521,520.2676951885223;529.7749228477478,533.1225142478943,520.4670667648315,539.1352756023407,517.4022643566132;526.7314178943634,539.1308948993683
558.1070387363434,564.411951303482,548.4424185752869;554.8550047874451,564.4065177440643,548.5862917900085;557.9699883460999,564.4020037651062,548.5751039981842;557.9456095695496,564.3500661849976,545.4714632034302;558.0378828048706,564.4113969802856,548.6339230537415,564.3952777385712
583.2995307445526,589.6250171661377,573.6690952777863;583.2031214237213,589.6172461509705,573.8582601547241;583.2107739448547,589.6246356964111,573.858255147934;583.2508537769318,589.6211113929749,573.8952057361603,589.6029863357544,570.7419559955597;583.2070066928864,589.6059274673462
608.4655404090881,617.7665410041809,599.1139497756958,614.7553608417511,598.9910476207733;605.3231163024902,617.765928030014,599.0235433578491;608.374095916748,614.7570929527283,599.0698142051697;608.4159219264984,614.7561089992523,599.0365753173828;608.3420176506042,614.7543785572052
639.6015210151672,648.9287509918213,627.098153591156;639.551328420639,648.9281420707703,627.1136562824249;636.4610669612885,648.9234638214111,627.1178154945374;633.4681477546692,645.9174106121063,627.1883888244629,645.9165749549866,627.1482577323914;633.4638116359711,645.860032081604
667.7555379867554,674.0350232124329,658.2809586524963;667.6524827480316,674.0344772338867,658.3604245185852,673.98455119133,658.3198170661926;667.6204648017883,673.9887387752533,658.2346682548523;664.623560667038,674.0301277637482,658.2851090431213;667.6957337856293,674.0241513252258
692.9545066356659,702.2270317077637,680.3857281208038;692.8632049560547,699.2181925773621,683.4859142303467;692.8038289546967,699.2192089557648,683.4859094619751;692.9051485061646,696.216329574585,683.3083984851837;692.8593626022339,699.2173438072205,683.5334649085999,702.2264585494995
721.0399446487427,727.3046839237213,714.5218327045441,727.3015382289886,711.544994354248;720.9773111343384,727.2916498184204,711.491667509079;720.9049260616302,727.3027787208557,711.5291514396667;720.8424906730652,727.2431840896606,708.4925320148468;720.8911423683167,727.3044562339783
746.25732254982,755.5539684295654,736.7562596797943,752.547349691391,733.7135896682739;746.1570153236389,752.5465023517609,736.7102496623993;746.1625590324402,752.4822545051575,733.7135932445526;746.2085044384003,752.5482633113861,736.6052725315094;746.1213932037354,755.5534067153931
774.3549211025238,783.6837019920349,765.0245933532715,780.6770069599152,764.9848268032074;771.2816061973572,780.6778163909912,764.933916091919;774.2568454742432,780.619194984436,764.9545147418976;774.3058614730835,780.6760234832764,761.9287040233612;774.2461524009705,783.6830806732178
802.6672096252441,811.9697639942169,793.1498816013336,808.9611496925354,790.051460981369;802.5345237255096,811.9402260780334,793.1044166088104;802.608962059021,808.9621877670288,793.0790016651154;802.5528738498688,811.9691436290741,789.9797224998474;802.5083107948303,808.9600932598114
830.8881070613861,840.1870052814484,821.389995098114;830.7420136928558,837.1788289546967,821.3899981975555;830.7866461277008,837.1214196681976,821.3312532901764;830.7907183170319,837.1780195236206,821.4377131462097,840.1302287578583,821.3567690849304;830.8366487026215,840.1864330768585
859.1006073951721,868.3286502361298,849.5945019721985,865.3771126270294,849.4867961406708;856.0294442176819,865.349240064621,849.520482301712;858.8513226509094,865.3763160705566,849.5541172027588;858.8743951320648,868.3276064395905,849.4830300807953;859.0495455265045,865.3205676078796
887.1522464752197,896.4438736438751,877.7690281867981,893.4370822906494,877.6751375198364;887.0515458583832,896.4433152675629,877.6437888145447;887.0566120147705,893.435227394104,877.7229473590851;887.0268893241882,893.4362103939056,874.7114391326904;887.1016581058502,893.3598186969757
915.3180339336395,924.6895880699158,905.8823752403259;915.2678215503693,921.6829199790955,905.8170969486237;915.1830446720123,921.6359670162201,905.828813791275;915.2264485359192,921.6821208000183,905.9258267879486,921.6368534564972,905.8482339382172;915.1946744918823,924.6889364719391
943.5509746074677,952.8198161125183,934.1574211120605,952.7831408977509,934.1114032268524;940.4240970611572,952.8192782402039,933.9867422580719;943.3575730323792,949.7774450778961,934.0824608802795;943.4920992851257,952.7884874343872,931.0801899433136;943.4512073993683,949.8129861354828
