server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
18.832993268966675,28.127726316452026,9.317453384399414;15.700856685638428,28.118818759918213,12.355548858642578,28.123124837875366,9.370611190795898;18.784801959991455,25.07133650779724,9.31309962272644;18.703036069869995,25.110905170440674,9.37061619758606;18.74345588684082,28.127052307128906
46.91823649406433,53.24856114387512,37.53668785095215,53.24789309501648,37.493836879730225;43.77362298965454,53.238752365112305,37.44640564918518;46.740840435028076,53.22857618331909,37.469332695007324;46.82395529747009,53.23435187339783,34.44396257400513;46.86910581588745,53.2435564994812
72.11952424049377,78.41753315925598,62.68322157859802;68.98497676849365,78.41100859642029,62.7257354259491,78.4097752571106,62.64710068702698;71.94879961013794,78.35219764709473,62.627333641052246;72.02914595603943,78.41684079170227,62.68321776390076;72.07094049453735,78.41194176673889
97.24614691734314,106.5128333568573,87.86715412139893,103.50503063201904,87.79028129577637;94.09251284599304,106.51218676567078,87.82581663131714;97.19687294960022,103.50579118728638,87.82130289077759;94.13564682006836,103.50312161445618,84.77251172065735;97.1441376209259,103.50400471687317
125.34007668495178,131.63740301132202,115.8926990032196;125.1871771812439,131.63218331336975,112.83773756027222;125.28252792358398,131.61799144744873,115.85477375984192;125.24190044403076,131.62402200698853,115.93240547180176,131.62845277786255,112.7644829750061;125.15680122375488,131.6367814540863
150.51472353935242,159.81580018997192,141.12288546562195,156.80733180046082,141.06886172294617;147.45208978652954,159.7790563106537,141.06886959075928;147.44598627090454,159.81515741348267,141.07684302330017;150.46521639823914,156.7710337638855,138.0130066871643;150.41254591941833,156.806471824646
178.64981317520142,187.9927134513855,169.26454496383667,187.99205875396729,169.1978759765625;178.47808122634888,184.98871517181396,169.2247393131256;178.6015350818634,184.98782181739807,169.10558557510376;178.56157302856445,184.9094021320343,169.16881799697876;175.52643656730652,184.98633980751038
206.8674521446228,216.09044742584229,197.4312973022461;206.81815195083618,213.15813279151917,197.47661638259888,213.15359616279602,197.3908655643463;206.69943928718567,213.14792585372925,197.27924489974976;206.77637672424316,213.10503935813904,197.41901898384094;203.73751091957092,216.08997058868408
234.93227410316467,244.2737112045288,225.36127400398254;234.80659914016724,241.26269698143005,225.4090564250946;231.79972863197327,244.27308058738708,225.46360158920288,241.2635796070099,222.419171333313;234.84093689918518,241.2654049396515,225.37369441986084;234.88351464271545,241.26461791992188
266.0463898181915,275.3088538646698,256.5597848892212;265.94715332984924,272.26029777526855,256.7546329498291,275.3082046508789,250.64758849143982;265.89680576324463,272.2998094558716,253.67827558517456;265.98818254470825,272.3014163970947,250.6414875984192;265.9471571445465,272.2595069408417
294.11368894577026,300.4184968471527,284.75245356559753;294.06442189216614,300.4071397781372,284.75244998931885;294.0130021572113,300.40224623680115,284.7999105453491,300.4157598018646,284.7479922771454;291.03802967071533,300.4181442260742,284.6096270084381;291.0617926120758,300.4122030735016
319.34738302230835,325.67346024513245,309.9121923446655;319.25072956085205,325.5942041873932,309.876526594162;319.25073313713074,325.6674864292145,309.89050126075745;319.1759662628174,325.6728160381317,309.95140266418457,322.6608226299286,309.6840901374817;319.2941586971283,322.65973591804504
344.53869581222534,350.83587431907654,335.08318066596985;344.3730592727661,350.8357126712799,331.9482264518738;344.4485332965851,350.8346993923187,335.1158781051636;341.4305999279022,350.82828307151794,335.0782108306885;344.4894254207611,350.77439737319946,335.1642394065857,347.8321578502655
375.5935034751892,384.8660521507263,360.15786242485046;372.47570180892944,381.8015387058258,363.229843378067,381.85725688934326,363.1902048587799;375.54377579689026,384.86321568489075,360.18141531944275;372.5315725803375,381.85819482803345,360.08458518981934;372.49220609664917,384.86548233032227
403.77091002464294,410.08854627609253,391.2639904022217;403.7128572463989,410.07894110679626,394.33398485183716,410.0831832885742,391.2579827308655;403.6497333049774,410.08780884742737,394.2932929992676;403.6497368812561,410.06806683540344,391.2412028312683;403.67292761802673,410.07359409332275
429.0912969112396,438.3706078529358,419.54772996902466;428.99619364738464,438.3140776157379,419.4544675350189;429.04011726379395,438.3700306415558,419.5818784236908;428.9921452999115,435.3632552623749,419.55226588249207;425.89004373550415,435.3622634410858,419.62951493263245,435.3175313472748
457.2951397895813,463.58282017707825,447.8252594470978;457.1871156692505,463.5810170173645,447.66838359832764;457.1809813976288,463.53183698654175,447.8757481575012,463.5822367668152,447.81347727775574;457.2465169429779,463.5801930427551,444.81852555274963;457.2072298526764,463.52906823158264
485.3641941547394,494.6322784423828,473.0059349536896,491.6224014759064,469.9180097579956;482.3378105163574,491.62317967414856,472.833211183548;482.3104465007782,494.63171458244324,469.91801357269287;485.31323170661926,494.6265609264374,472.95196413993835;482.28396224975586,491.5648100376129
516.4053270816803,525.775885105133,503.9766240119934;516.2997598648071,525.7744748592377,503.93417835235596;516.3560769557953,525.7756230831146,504.0276389122009,522.7707226276398,500.934730052948;513.3037023544312,522.771636724472,503.97158551216125;510.30904746055603,522.7729060649872
544.5556492805481,553.8446424007416,535.0361049175262;544.3997657299042,550.8357312679291,535.1033058166504;544.4986023902893,550.8375430107117,535.0839982032776;544.4295964241028,553.8439826965332,535.1228487491608;544.4585175514221,550.7766826152802,535.1886720657349,550.83664894104
572.7185323238373,578.9927399158478,563.308648109436;572.5711243152618,578.9828941822052,563.1601510047913;569.6100676059723,578.9766871929169,560.2236943244934;572.6682097911835,575.9696135520935,563.356160402298,578.9876284599304,563.2744927406311;572.6259026527405,578.9921886920929
600.6619403362274,607.0448851585388,588.2421131134033;597.6706266403198,606.9004805088043,588.3137018680573;600.6125295162201,607.0394012928009,588.3867740631104,607.0447223186493,588.3000111579895;597.6338763237,607.0434074401855,588.3467736244202;597.6767213344574,607.0417892932892
628.8356909751892,638.1437480449677,616.481449842453,635.1121549606323,613.3267393112183;625.797563791275,635.1360800266266,616.3813734054565;628.784961938858,638.1431322097778,616.4161059856415;625.7496798038483,635.1340773105621,613.3865959644318;625.7764203548431,635.1350183486938
656.9836089611053,666.3157043457031,644.4968860149384;656.8753037452698,666.2579493522644,647.4792349338531;656.8940391540527,666.3150606155396,650.5301399230957,663.3085889816284,647.5131332874298;656.8753073215485,663.2537395954132,644.5151669979095;656.9336795806885,663.3094811439514
687.9934802055359,697.2650640010834,675.658531665802;684.9655764102936,694.1801388263702,675.6083331108093;687.9343981742859,697.2636692523956,675.7176058292389,694.2603573799133,675.6122686862946;684.9327464103699,697.2618818283081,675.6535046100616;681.954749584198,697.2648797035217
716.0695264339447,722.3746321201324,706.6506245136261;716.0203893184662,722.3692533969879,706.5177700519562;713.0232725143433,722.3592157363892,706.8964166641235,722.374071598053,706.646835565567;713.0232756137848,722.2841629981995,703.730518579483;715.966534614563,722.3645613193512
741.1872279644012,747.4804842472076,731.8262140750885,747.4658849239349,731.7810409069061;741.1377155780792,747.4708664417267,731.7903368473053;741.0366156101227,747.4798996448517,731.7076990604401;741.0846652984619,747.4754827022552,731.7810351848602;741.0721774101257,747.459822177887
766.428521156311,775.6385836601257,756.823992729187;763.3145613670349,775.6382184028625,756.9555261135101;766.3288290500641,772.7024900913239,759.9616389274597,772.6928215026855,756.9726464748383;766.379292011261,772.6982517242432,756.8239889144897;763.3096578121185,772.682947397232
794.3817250728607,803.7068502902985,787.9722664356232,803.7061402797699,784.9229278564453;794.2458200454712,800.6984059810638,784.9698214530945;794.2818801403046,803.6471035480499,784.9072771072388;794.3324458599091,803.6525869369507,784.9652764797211;791.2894389629364,800.699506521225
822.5292394161224,831.8301091194153,813.0932886600494;822.4268374443054,831.8242902755737,813.0608222484589;822.4696187973022,831.82945561409,813.0797915458679;822.3539695739746,828.8180425167084,813.0608260631561;822.4268410205841,828.7618734836578,813.1406726837158,831.770177602768
850.6597127914429,859.9256548881531,838.1123495101929;850.567010641098,859.8863999843597,841.2237083911896;850.5040094852448,856.8783850669861,841.2631199359894,856.9169764518738,841.1913475990295;847.5419964790344,859.9250640869141,838.1899864673615;850.6101114749908,856.9192266464233
881.7045402526855,890.9617607593536,872.3445944786072,887.9531743526459,869.3085510730743;878.5999369621277,887.895721912384,869.3128144741058;878.6676166057587,887.951993227005,869.208842754364;881.6554203033447,890.9595520496368,869.2670962810516;878.6407237052917,890.9611809253693
909.859406709671,916.1334846019745,900.4731795787811,916.0928168296814,900.4276232719421;909.7648515701294,916.1326360702515,900.2831385135651;906.6972827911377,916.1333410739899,900.427627325058;909.74884724617,916.0710091590881,897.3640625476837;909.8071961402893,916.1328625679016
935.0673620700836,944.3537979125977,925.6316452026367;935.0178685188293,944.3249967098236,925.5639626979828;934.9780950546265,941.3820753097534,925.598052740097;934.9280681610107,941.3805639743805,925.6721467971802,941.3813555240631,925.3979043960571;934.9780986309052,944.3536071777344
963.2218110561371,969.5093677043915,956.6386132240295,969.5046455860138,953.7252552509308;963.0614404678345,966.4875438213348,953.734222650528;963.1631486415863,969.5088529586792,953.6294181346893;963.1121218204498,969.4990293979645,953.7294759750366;963.0373182296753,969.4944615364075
