server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
163.40943813323975,181.74539136886597,126.47507953643799;138.78180575370789;151.07304286956787,172.73037004470825,129.48505234718323;148.06048321723938;160.30378603935242,172.72499084472656,150.58355450630188,181.7439739704132,126.53199625015259;147.81346917152405;160.33364462852478,172.73533630371094,123.49420142173767;138.80520129203796;148.07214951515198;163.3402805328369,172.63289618492126
243.03817415237427,267.2858991622925,200.0943784713745;224.6786596775055,252.27798628807068,191.10486006736755;206.4593267440796;221.7124674320221;233.99027824401855,252.34252309799194,224.18765091896057,267.2847456932068,194.15760350227356;206.4248263835907;218.6887981891632;242.9898009300232,252.33488702774048,191.12290620803833;206.49331402778625;234.00566053390503,252.3474440574646
313.58018231391907,334.82129764556885,279.6584949493408;301.28500628471375,319.77468729019165,279.5350773334503;291.9166097640991;310.49639439582825,322.9028739929199,306.626487493515,334.8205466270447,279.63006377220154;288.932213306427;301.2431945800781;313.5272250175476,319.89199900627136,279.59863448143005;288.92860412597656;301.2279758453369;310.4750065803528,322.89784026145935
384.2208104133606,405.53901267051697,347.19740557670593;371.780424118042;384.09103202819824,390.4523367881775,347.1562924385071;359.5422430038452;384.169047832489,393.5252408981323,377.1240484714508,405.5378279685974,347.08385157585144;359.51344776153564;371.8484604358673,393.5192518234253,344.14027643203735;359.51345229148865;371.8228771686554;381.137314081192,393.4734375476837
454.8039119243622,470.0653929710388,417.9274334907532;430.22203397750854;451.71764874458313,464.17171359062195,420.9698495864868;442.50761580467224,464.0888783931732,444.9824299812317,470.0641851425171,414.95269775390625;430.15368461608887;442.46560764312744;454.72401332855225,464.16642713546753,414.91346287727356;430.1868751049042;439.4598534107208;454.73899483680725,461.0882008075714
516.385499715805,531.7510452270508,482.41523694992065;494.7643415927887;516.3299582004547,525.7404899597168,485.36826729774475;506.99399399757385,522.7245538234711,515.3987970352173,531.7498247623444,482.4356780052185;494.71989250183105;504.0154113769531;516.2878313064575,531.6054601669312,482.46555972099304;494.7236273288727;504.011271238327;516.3240308761597,525.7343983650208
571.6955020427704,593.0066487789154,547.1047098636627;556.3531279563904;571.5784912109375,580.969069480896,547.3121333122253;571.6392631530762,577.9689176082611,568.3109347820282,593.0058977603912,541.1921467781067;562.3379373550415,580.9699487686157,544.2079703807831;559.3361876010895;568.6391987800598,580.9928412437439
642.3160464763641,663.621904373169,608.3640487194061;629.9413495063782;642.26407122612,648.5931282043457,605.2837731838226;617.6416606903076;629.976832151413,651.5694832801819,632.4303934574127,663.6206922531128,605.2932484149933;614.6619527339935;629.9074590206146;639.1981360912323,651.5967357158661,605.3985345363617;617.684095621109;642.1944694519043,651.6029951572418
715.8579590320587,731.0988852977753,678.9255537986755;706.5840239524841,725.1700129508972,675.9814701080322;688.3370168209076;709.7940683364868,728.1746141910553,703.0036859512329,731.097704410553,675.956827878952;685.2469098567963;700.5252890586853;712.763747215271,725.171356678009,672.9031360149384;688.2973484992981;697.5748565196991;715.8028738498688,722.167130947113
780.5431487560272,801.8688321113586,749.4931652545929;768.2200636863708,789.8558588027954,740.4523062705994;755.8802945613861;768.1786925792694;780.4773573875427,792.8678050041199,773.5381274223328,801.8676340579987,743.4878377914429;755.7519464492798;765.114490032196;780.3940143585205,789.8480544090271,743.5086598396301;755.9108247756958;780.4727065563202,789.8602135181427
838.9633014202118,860.2839369773865,817.3586416244507;826.6341202259064;838.9056324958801,848.270318031311,817.3951916694641;838.9096193313599,845.2542576789856,838.3709149360657,860.2827095985413,814.3230631351471;832.666426897049,848.2650334835052,817.3166966438293;826.641530752182;838.8708636760712,848.2074942588806
900.1674466133118,921.4854736328125,872.55730509758;884.8101036548615;900.0666308403015,909.4661402702332,875.5820868015289;900.1147391796112,909.4027025699615,899.604740858078,921.4840943813324,872.5975363254547;884.8884284496307,909.460658788681,869.5926547050476;884.8391785621643;897.1031405925751,909.3977062702179
964.5329737663269,979.9061586856842,933.9132218360901;949.1782205104828;961.4477667808533,970.9362757205963,936.9019911289215;952.1762623786926,973.89892578125,957.9909093379974,979.9049954414368,939.9416420459747;964.4821722507477,973.942705154419,933.9095401763916;949.1725556850433;961.4512767791748,970.8935272693634
1032.2445802688599,1047.534669160843,995.3613045215607;1010.848019361496;1032.1808953285217,1041.4834752082825,992.3319275379181;1004.5829663276672;1023.177047252655,1041.5253744125366,1019.3724050521851,1047.5252299308777,992.3188576698303;1001.5791702270508;1013.9225518703461,1041.4694488048553,992.2735657691956;1001.5545094013214;1013.8966891765594;1023.1731724739075,1047.533474445343
1093.9910321235657,1109.315455198288,1060.0044167041779;1072.3202362060547;1093.855862379074,1103.2428851127625,1062.9995946884155;1084.5730974674225,1103.2461376190186,1090.0663313865662,1109.3142919540405,1060.008120059967;1072.286473274231;1081.54971408844;1093.8511865139008,1106.3084285259247,1056.988323688507;1072.2476041316986;1081.5685818195343;1093.8237714767456,1106.3065474033356
1161.5637838840485,1182.8955914974213,1121.6494438648224;1133.976630449295;1155.2387783527374,1176.8928203582764,1121.7071843147278;1146.0204873085022;1158.4923069477081,1167.8854296207428,1148.6420152187347,1182.8943932056427,1121.7530159950256;1143.2316784858704;1158.4502172470093,1170.838669538498,1121.6909415721893;1130.955207824707;1146.2471532821655;1161.5094060897827,1170.8860683441162
1220.0365352630615,1238.2816798686981,1195.3038477897644;1207.6762969493866;1219.9793705940247,1226.2630846500397,1198.312744140625;1219.9070103168488,1229.3057408332825,1219.3378555774689,1238.2804734706879,1195.4280633926392;1213.718582868576,1229.316395998001,1192.2963573932648;1207.6927726268768;1216.9475078582764,1229.3113729953766
1290.4868278503418,1308.8530452251434,1250.6668493747711;1262.999788761139;1287.4713044166565,1296.8296015262604,1250.6996865272522;1272.208841085434;1290.4359679222107,1299.8391284942627,1280.6428053379059,1308.8518323898315,1247.624207019806;1262.9705047607422;1275.185182094574;1287.4545872211456,1299.7706608772278,1250.5843641757965;1259.874490737915;1275.2270653247833,1296.81498837471
