server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
165.67039561271667,183.99845147132874,129.50011038780212,174.99500060081482,129.57643866539001,174.99223113059998,165.61021041870117,183.99760460853577,126.5220398902893,174.98833465576172,126.54104828834534,174.96088409423828
229.36078572273254,250.6670000553131,196.34066104888916,238.65468406677246,196.37792563438416,238.6597502231598,229.30738425254822,250.66031885147095,205.3095600605011,250.66579127311707,199.35635805130005,238.60157418251038
302.16618633270264,320.3984215259552,263.0547385215759,311.4261543750763,263.03240489959717,311.4604136943817,302.1110415458679,320.3972237110138,262.9826738834381,311.4559829235077,263.0478024482727,311.4503662586212
374.866131067276,393.14170145988464,335.75653195381165,387.09908056259155,332.6885530948639,384.0888669490814,374.80463552474976,393.14092111587524,332.73568892478943,384.090318441391,329.6638867855072,384.1276683807373
444.587340593338,459.86846137046814,405.412593126297,453.8591651916504,405.5131199359894,456.93284606933594,444.5178277492523,459.867223739624,405.5169470310211,453.9247417449951,405.501088142395,453.92340183258057
511.3251004219055,532.6551315784454,472.225474357605,517.6236596107483,472.23670768737793,520.6367523670197,511.2650980949402,532.6542546749115,472.22162890434265,520.6317839622498,472.1930708885193,517.6271433830261
581.0303461551666,596.2695598602295,547.9028642177582,587.292088508606,541.9747266769409,590.2972531318665,580.9717049598694,596.2631769180298,544.9690992832184,596.2683844566345,545.0163974761963,593.2966501712799
644.7155356407166,663.0141184329987,611.5745968818665,650.9980857372284,608.6238129138947,654.0012202262878,644.663161277771,663.0129432678223,605.6275811195374,653.9993906021118,608.5426609516144,650.9947819709778
708.4798862934113,726.7081825733185,681.3968420028687,714.698239326477,672.3301680088043,717.734224319458,708.4230797290802,726.7074465751648,678.373937368393,717.7358906269073,675.3795025348663,714.6973686218262
778.2398986816406,823.5010657310486,741.9932925701141,790.4721548557281,739.1008551120758,787.525993347168,778.1691734790802,823.4998869895935,739.0929026603699,787.5250034332275,739.0928990840912,787.5267202854156
871.9479191303253,887.1467907428741,835.9207780361176,881.2121345996857,841.9247179031372,878.2113828659058,871.8919813632965,887.1456227302551,832.9157428741455,881.2144114971161,832.8948476314545,881.215895652771
944.6467652320862,965.9764275550842,902.5357503890991,953.9578990936279,902.4510872364044,953.9616434574127,944.5893452167511,965.975662946701,899.4319858551025,953.9018864631653,899.4936442375183,953.9073667526245
1023.4498133659363,1038.7814025878906,978.3558304309845,1032.7771790027618,978.3514013290405,1032.7750515937805,1023.3929667472839,1038.780266046524,975.3169298171997,1032.7729198932648,978.3145816326141,1029.7685089111328
1090.210755109787,1108.5052981376648,1054.1681351661682,1099.5062613487244,1054.136979341507,1099.4410569667816,1090.1491754055023,1108.5040032863617,1051.1853785514832,1099.5116970539093,1051.1891882419586,1099.5164067745209
1162.9088430404663,1181.135917186737,1120.9247372150421,1172.1811389923096,1120.828019618988,1172.1302151679993,1162.8441905975342,1181.1351749897003,1120.9392654895782,1172.1796638965607,1117.917979001999,1172.1955316066742
