server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
518.913957118988,531.2194390296936,506.48086738586426;518.8604319095612,528.2146949768066,509.48766922950745,528.2120733261108,506.44161772727966;518.8056325912476,531.2184677124023,506.40981793403625;518.8015568256378,528.2136511802673,506.4808645248413;515.8259284496307,528.2111618518829
558.737291097641,568.119383096695,546.4972634315491;555.6837997436523,568.1181082725525,546.6096470355988,565.104373216629,543.5469176769257;555.7869436740875,565.0479898452759,543.6124567985535;558.6884713172913,568.1150643825531,543.587441444397;552.8170986175537,568.1095657348633
598.9721570014954,608.2805330753326,580.4904758930206;592.8108568191528,608.247994184494,580.6440744400024;598.8784172534943,605.2671813964844,583.5170936584473,608.2793960571289,580.6440706253052;592.842756986618,608.2739458084106,577.4303865432739;592.8062825202942,608.2147965431213
636.014634847641,645.3285274505615,620.7751805782318;629.9531242847443,645.3148500919342,623.5708165168762,645.3207280635834,620.5906569957733;632.9451653957367,645.3274281024933,620.5380370616913;635.9527351856232,645.2392461299896,620.7641336917877;632.9703259468079,642.3098742961884
673.1204695701599,685.417726278305,660.7463982105255;673.0435490608215,679.3482084274292,660.7735719680786,682.4104249477386,657.6510035991669;669.8755919933319,682.3524816036224,660.711226940155;673.0384657382965,685.4166171550751,657.5941526889801;669.9011418819427,682.4113643169403
713.1648075580597,722.4495186805725,700.8911867141724,722.4433100223541,697.7411684989929;709.9870984554291,722.3753478527069,700.8345205783844;713.1125800609589,722.4483647346497,697.8737030029297;713.1125767230988,722.4382879734039,694.7562799453735;710.0805284976959,722.4197254180908
747.1833262443542,756.54745054245,737.8316042423248,756.539660692215,734.8176980018616;747.1054842472076,753.4961082935333,734.9076945781708;747.0963168144226,756.5464789867401,734.7835919857025;747.0612170696259,753.4714725017548,731.793475151062;747.0777900218964,756.5438716411591
784.1942143440247,793.4901881217957,768.8042995929718;781.1083023548126,790.4858906269073,771.8238620758057,793.4279618263245,768.9429950714111;781.1215145587921,793.4878935813904,768.9376173019409;784.1408975124359,793.4889452457428,765.8668150901794;781.0816152095795,790.4254302978516
821.2623062133789,830.5728049278259,805.8531336784363;821.2047486305237,827.5624747276306,805.7786090373993;821.208128452301,830.5717470645905,806.0271277427673;818.2588160037994,827.5551586151123,809.0079824924469,830.5669038295746,806.0302703380585;815.231775522232,830.5700538158417
858.2305536270142,873.5958662033081,842.9602146148682;858.1684010028839,870.4570417404175,842.8255717754364;855.1392059326172,870.4559571743011,842.9561762809753;855.1561691761017,873.4650304317474,846.0978603363037,873.5947105884552,839.9038798809052;855.1138732433319,864.5808117389679
904.3573939800262,913.6760239601135,885.9678421020508;898.3112363815308,913.608770608902,886.0523056983948;898.3504741191864,913.6718354225159,886.0523016452789;898.3414504528046,913.6747994422913,886.0188603401184;904.3093311786652,910.6572794914246,889.0163247585297,913.6653683185577
938.6040635108948,947.9499485492706,926.2905066013336;938.5274877548218,947.8772957324982,925.956963300705;938.5004467964172,947.8799130916595,926.2905035018921;938.5546500682831,947.94411277771,926.3736078739166,947.9486639499664,926.1800267696381;935.4905889034271,947.9374294281006
975.6209473609924,987.8261194229126,963.34881067276;972.5468442440033,984.8851902484894,957.2267820835114;969.5096778869629,984.8841824531555,960.2740120887756;975.5621707439423,987.8249840736389,963.3820934295654,984.8225793838501,957.2109501361847;969.4789955615997,981.8818037509918
1015.5937209129333,1027.807014465332,1000.3496923446655;1012.6591718196869,1024.8709502220154,1000.3496894836426;1012.6173558235168,1024.8633897304535,1003.3333179950714,1024.8626158237457,1000.2671535015106;1015.5366976261139,1024.7991127967834,1000.3139579296112;1009.625465631485,1027.8058552742004
1058.6585659980774,1070.9367108345032,1043.3403844833374,1067.9073898792267,1043.1968851089478;1052.444890499115,1070.9131639003754,1043.2463338375092;1058.5869045257568,1067.9274008274078,1043.2463307380676;1058.5915174484253,1070.9355762004852,1037.1494319438934;1055.468118429184,1067.9083499908447
1098.6406180858612,1116.9221060276031,1083.3142037391663;1095.5616307258606,1116.9211897850037,1083.274881362915;1098.5879077911377,1107.888398885727,1083.3601915836334;1095.6022057533264,1104.9242942333221,1089.3324444293976,1107.927161693573,1083.360188961029;1095.6240367889404,1104.8541486263275
1150.5290596485138,1159.8615272045135,1132.1914925575256,1159.8496868610382,1129.1796720027924;1141.5351748466492,1156.7973833084106,1129.2707006931305;1150.4768462181091,1159.856201171875,1129.2962958812714;1138.5722427368164,1159.7856812477112,1129.2962987422943;1138.5683476924896,1159.860357761383
1187.6187868118286,1196.9103600978851,1172.3104836940765;1184.4913854599,1196.904705286026,1175.3741953372955,1193.8904666900635,1172.3349010944366;1187.5620367527008,1196.894502878189,1175.3362753391266;1184.522733926773,1196.898845911026,1172.2997126579285;1181.502147436142,1196.909220457077
1224.4518418312073,1233.7341003417969,1209.2604534626007;1224.3733441829681,1233.7268462181091,1212.3006944656372,1233.727950811386,1212.174792766571;1224.3970875740051,1233.6861321926117,1209.2223100662231;1221.4513463974,1233.732786655426,1209.1688158512115;1218.4501621723175,1233.6645872592926
1267.2648584842682,1276.579087972641,1246.0226411819458;1258.2645287513733,1276.5777916908264,1249.1493628025055;1264.3509783744812,1276.5407333374023,1245.986665725708;1267.1969866752625,1276.5713016986847,1249.176094532013,1273.5616400241852,1246.0610554218292;1261.3076798915863,1276.5750095844269
1307.3826417922974,1319.6084082126617,1291.9712965488434;1304.286936044693,1316.603049993515,1289.029884338379;1307.3174993991852,1319.6072001457214,1292.0096559524536,1316.6386020183563,1288.9938447475433;1301.1675186157227,1316.6377892494202,1288.9393472671509;1301.181476354599,1316.6020936965942
1347.1476871967316,1356.4574637413025,1334.9664657115936,1356.3872683048248,1331.8783557415009;1344.155665397644,1356.4451234340668,1334.867909193039;1347.0951211452484,1356.4506478309631,1331.9812424182892;1347.0951178073883,1356.4561338424683,1331.9558672904968;1344.139717578888,1353.4376785755157
1381.2381644248962,1390.5674848556519,1368.8181080818176;1381.1242315769196,1387.5640745162964,1368.9162220954895;1381.1795740127563,1390.484486579895,1371.8522543907166,1390.5667736530304,1368.9162259101868;1381.175577878952,1390.564931154251,1368.875351190567;1381.1400871276855,1390.5631728172302
1418.1358921527863,1427.417295217514,1402.8982787132263;1415.1596987247467,1427.4164848327637,1402.9315133094788;1415.1636652946472,1427.3550181388855,1405.9193608760834;1415.1003670692444,1427.4147806167603,1405.945749282837,1424.3485896587372,1402.9546716213226;1418.0785291194916,1424.4145431518555
1455.033133983612,1467.3193862438202,1439.681589603424;1454.9690072536469,1461.3120868206024,1439.660756111145;1452.0129044055939,1467.3186583518982,1439.8205444812775;1452.0549085140228,1464.3131885528564,1442.7217242717743,1467.238149881363,1439.8205494880676;1452.031904220581,1461.3100745677948
1495.0918180942535,1504.3802347183228,1479.7047531604767;1491.9681403636932,1504.37908411026,1479.7677524089813;1495.027489900589,1501.2883949279785,1479.690574645996;1492.0010867118835,1501.3485810756683,1479.76775598526;1492.0218105316162,1504.3589718341827,1479.866500377655,1504.3536200523376
1529.0749735832214,1538.3791830539703,1516.7710258960724;1529.0215117931366,1538.372871875763,1516.7779757976532;1529.0157153606415,1538.3674812316895,1519.7444260120392,1538.3780362606049,1516.6422646045685;1528.9737968444824,1535.3592586517334,1513.6512389183044;1528.9700639247894,1538.3246095180511
1566.1003572940826,1575.3633596897125,1553.6959083080292,1575.289897441864,1550.7636244297028;1566.049780368805,1575.3285810947418,1550.7248420715332;1566.046276807785,1575.362253189087,1553.6752347946167;1565.873407125473,1572.3522770404816,1550.7101509571075;1562.9243233203888,1575.360850572586
1603.0970742702484,1612.4241545200348,1590.7987291812897;1603.0355308055878,1612.418898820877,1590.7738211154938;1603.0398497581482,1612.423147201538,1587.6385750770569;1599.9673471450806,1609.410756111145,1590.8220829963684,1612.3591272830963,1587.7060406208038;1596.9463317394257,1612.4037494659424
1639.9868054389954,1649.291023492813,1627.689633846283;1639.9242570400238,1649.2892515659332,1627.7063121795654;1639.9083087444305,1649.2099406719208,1627.8277821540833,1649.2832508087158,1624.7779428958893;1637.0128750801086,1649.2885036468506,1624.772658109665;1637.0180270671844,1649.29030585289
1677.1006541252136,1686.4109461307526,1661.83451962471;1677.044040441513,1686.407749414444,1661.633738040924;1674.0311062335968,1686.314531803131,1661.859890460968,1683.3937039375305,1661.5955109596252;1670.908561706543,1686.4047374725342,1661.5911235809326;1670.892736196518,1686.4100263118744
1714.0858404636383,1723.39919424057,1701.7787396907806;1714.0269086360931,1720.384037733078,1701.8236157894135,1723.3230783939362,1701.7919600009918;1713.993040561676,1720.3895065784454,1698.7883801460266;1714.023980140686,1723.3980658054352,1695.7649195194244;1711.010401725769,1720.3903529644012
1751.1108829975128,1760.3918645381927,1738.8386290073395;1748.049608707428,1760.314970254898,1738.8719644546509,1757.378074169159,1738.807041168213;1751.0570936203003,1757.3239889144897,1735.8038294315338;1748.0189578533173,1760.386155128479,1735.732272386551;1745.0186967849731,1760.3905687332153
1785.271588563919,1797.6815915107727,1772.9711892604828;1785.2182965278625,1794.6746654510498,1773.0032653808594;1785.1998171806335,1794.6763398647308,1773.026124238968,1797.6804785728455,1772.6785283088684;1784.9124500751495,1794.59215426445,1769.9446477890015;1784.8911263942719,1791.6747391223907
1825.511971950531,1834.795392036438,1810.1410355567932;1825.4450027942657,1834.7891755104065,1810.1140236854553;1822.377873659134,1834.7405171394348,1813.0709435939789,1834.7942345142365,1810.1410388946533;1822.4206573963165,1831.7266700267792,1810.0414111614227;1819.2719507217407,1834.7347793579102
1859.5359666347504,1868.8492085933685,1847.1204001903534;1859.4839985370636,1868.8479397296906,1847.2237668037415;1859.4687767028809,1865.8370122909546,1847.0977935791016;1859.4335429668427,1865.8381638526917,1850.1203594207764,1868.7564039230347,1844.117065191269;1859.41725730896,1868.8421702384949
1896.4046473503113,1905.6763806343079,1881.3632037639618;1893.569552898407,1905.637776374817,1881.3873536586761;1893.5483446121216,1905.6435000896454,1884.1735804080963;1893.349708557129,1905.6747918128967,1881.4281597137451;1896.3499510288239,1905.648684501648,1884.4038536548615,1905.6756086349487
1930.5079996585846,1939.8273658752441,1918.2666068077087,1939.8202505111694,1918.148086309433;1930.4501950740814,1939.7530672550201,1918.148089170456;1930.4536366462708,1939.8261940479279,1917.9850459098816;1930.4073293209076,1939.8148636817932,1918.0968363285065;1927.3810906410217,1939.7577147483826
1964.592059135437,1973.9885873794556,1952.177793264389;1964.5331273078918,1973.9874558448792,1952.143976688385;1964.4912133216858,1973.981522321701,1952.3063287734985,1973.9758059978485,1952.2755410671234;1964.5368461608887,1973.9244134426117,1949.111575603485;1964.4952218532562,1970.9694962501526
2001.792225599289,2014.0571842193604,1986.3624196052551;1998.6280653476715,2011.046371936798,1986.4852266311646;1998.700957775116,2008.0432233810425,1989.375517129898,2011.0476260185242,1983.3438782691956;1998.6739337444305,2007.9858794212341,1986.4952998161316;2001.7229752540588,2014.0559821128845
