server_fit,server_ev,supernode-2_fit,supernode-2_ev,supernode-1_fit,supernode-1_ev,supernode-5_fit,supernode-5_ev,supernode-4_fit,supernode-4_ev,supernode-3_fit,supernode-3_ev
24.87251615524292,34.11897540092468,9.383939743041992;15.573302507400513;24.793855667114258,31.18159317970276,9.552932024002075;18.773279428482056,31.182389974594116,9.417941093444824;15.653569221496582;24.82159113883972,31.17618489265442,9.490340232849121;18.755659103393555,31.17870831489563,18.41305685043335,34.118200063705444
55.84247398376465,65.1388463973999,43.461628913879395;52.70055150985718,65.053537607193,43.43822383880615;52.6736626625061,62.12500786781311,43.55598068237305;52.73669981956482,65.0572338104248,40.402474880218506;49.647573947906494;55.79192328453064,65.13816475868225,52.43572926521301,65.13318109512329
90.03482365608215,99.33371663093567,74.52275323867798;80.72207236289978;89.96799778938293,96.33338785171509,74.53994584083557;83.73137545585632,96.29427099227905,71.45572137832642;80.6944968700409;86.9378182888031,99.29531288146973,71.48033928871155;80.78316593170166;89.98267531394958,96.33260536193848,83.44190740585327,99.33351182937622
120.78929424285889,130.0961833000183,111.61200833320618;120.73559927940369,127.00935769081116,108.7575147151947;117.89661049842834,127.01040863990784,108.68468809127808;117.8432285785675,127.09702348709106,108.77802848815918;117.92646646499634,127.10032224655151,117.79738283157349,130.09602212905884
154.87538075447083,164.1652204990387,139.4192409515381;148.67015767097473,164.1593039035797,139.5114049911499;148.72673344612122,161.14780116081238,139.44606852531433;148.72261142730713,164.16454529762268,136.42011880874634;145.66805458068848;154.8150074481964,161.14688730239868,148.50175428390503,164.15488982200623
188.95188307762146,198.2315857410431,173.5025279521942;182.67412614822388,195.23082828521729,173.56160855293274;182.69272899627686,195.22794699668884,170.51311945915222;179.69265937805176;188.8782238960266,195.2319324016571,170.54066824913025;179.72158455848694;188.9018852710724,195.17659544944763,182.54163455963135,198.23140454292297
225.89296340942383,235.16612672805786,207.62069582939148;213.81880950927734;223.01077675819397,235.16228079795837,207.5617973804474;216.7344033718109;225.8410964012146,232.08741188049316,204.58639883995056;213.72543454170227;222.92211031913757,232.13747477531433,207.6542387008667;216.84572577476501;222.95776176452637,235.1551055908203,219.68512511253357,235.1656675338745
263.13483786582947,275.4194166660309,244.5449924468994;253.88034105300903;263.0777151584625,272.3235573768616,241.51696228981018;250.72687435150146;257.02645087242126,269.39924359321594,241.5465211868286;250.81155157089233;260.04565382003784,272.41018056869507,244.57019329071045;253.81605434417725;260.0651876926422,272.40603137016296,256.5662305355072,275.4187614917755
300.3564336299896,309.61403346061707,281.9436342716217;291.12994718551636;300.2991786003113,306.6611225605011,284.92145133018494;294.01623582839966,306.6588773727417,281.8179705142975;291.1510183811188;297.31149768829346,306.60912895202637,281.7927305698395;291.0485506057739;300.2208936214447,306.6572482585907,293.81806993484497,309.61366295814514
334.33175134658813,343.6193504333496,318.9823377132416;328.23035049438477,343.614413022995,319.03904604911804;328.2380690574646,340.6064786911011,318.95931029319763;325.1190106868744;334.27220940589905,340.60751605033875,318.856290102005;328.06508231163025,340.5699281692505,327.87161564826965,343.6191956996918
368.44462394714355,377.73321175575256,353.0289874076843;362.25968647003174,377.7274808883667,353.00520396232605;362.19066405296326,374.66308403015137,353.08528876304626;359.2637677192688;368.3921048641205,374.72064447402954,349.96142959594727;359.1674630641937;365.3484013080597,374.6639518737793,361.8797707557678,377.7326350212097
396.4416410923004,405.7396762371063,387.04819202423096;396.1809151172638,402.7314169406891,387.1336131095886;396.3122148513794,405.6788241863251,387.1561453342438;396.36323738098145,402.6838524341583,387.21675658226013;396.39099764823914,402.7305283546448,396.02080965042114,405.73908257484436
430.41790795326233,439.7078731060028,415.1472487449646;424.41403007507324,436.6910755634308,415.11427783966064;424.3360812664032,439.7071602344513,412.06222224235535;421.2280433177948;430.36610651016235,436.68997836112976,415.1979672908783;424.432626247406,439.6972074508667,424.1291193962097,439.70274329185486
458.3624668121338,467.64856576919556,449.0737814903259;458.3080024719238,467.64755415916443,449.0502498149872;458.2991714477539,464.584659576416,446.04922246932983;455.23599457740784,467.6484110355377,448.97599244117737;458.183810710907,464.6478831768036,455.0802278518677,467.5911433696747
495.48452830314636,507.71523571014404,474.00486183166504;483.1718969345093;492.3187038898468,504.7508747577667,477.0381135940552;486.2463858127594;492.4148180484772,504.7157382965088,473.8898923397064;483.0513262748718;489.1847343444824,501.71193528175354,477.01347637176514;486.20493483543396;495.4225642681122,501.74869298934937,489.0000593662262,507.7150466442108
