server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
1350.7425944805145,1360.0196073055267,1338.4649012088776,1357.0125794410706,1338.3616921901703;1344.6713559627533,1360.0185351371765,1338.423024892807;1347.6750116348267,1357.0112249851227,1338.4067404270172;1350.692377090454,1357.010197877884,1338.464903831482,1360.019466638565
1378.8599996566772,1385.128455877304,1369.5230774879456,1385.1206583976746,1366.4383373260498;1378.7439172267914,1385.1049644947052,1369.5230751037598,1385.111124753952,1369.47079539299;1378.8065309524536,1385.1279969215393,1369.4708080291748;1378.8065345287323,1385.1162333488464
1403.8766267299652,1413.1599197387695,1394.4796164035797;1403.82652926445,1410.1123311519623,1394.4380450248718;1400.7769458293915,1413.1557602882385,1397.452573299408,1413.1594614982605,1394.4796226024628;1403.8230805397034,1410.1114501953125,1394.523868560791,1407.1477828025818
1431.8983418941498,1438.2072169780731,1422.5739307403564;1431.8348908424377,1435.1884765625,1422.5398802757263;1428.8170981407166,1438.2037117481232,1425.570750951767,1438.2066996097565,1422.6148581504822,1438.196809053421,1422.51171708107;1431.8470821380615,1438.2000489234924
1459.9286377429962,1469.2823631763458,1450.5009038448334;1456.8450679779053,1469.2817928791046,1450.754551410675,1469.2770583629608,1450.8192677497864,1469.2706971168518,1447.5431559085846;1459.8688220977783,1466.2560436725616,1447.563443660736;1456.8884468078613,1469.265734910965
1488.0595033168793,1497.325820684433,1478.7385122776031,1494.3162734508514,1478.6536548137665;1488.0072379112244,1494.3172581195831,1478.6968507766724;1484.9596900939941,1497.2868945598602,1478.7385153770447,1497.3252606391907,1478.6273820400238;1488.002816438675,1494.3155407905579
1516.0861394405365,1525.3763959407806,1506.6905963420868;1516.034217596054,1522.3724131584167,1506.7356033325195,1522.3697197437286,1506.672383069992;1515.99875831604,1522.370947599411,1509.7166469097137,1525.3757030963898,1503.6753656864166;1516.0342211723328,1522.373696088791
1544.0593934059143,1550.3484842777252,1534.724530696869;1544.0036044120789,1550.3455832004547,1534.7851767539978,1550.3447971343994,1534.7851736545563,1550.3481242656708,1534.6375195980072;1540.9790768623352,1550.343774318695,1531.7018022537231;1544.007474899292,1550.2859082221985
1569.1098177433014,1578.4305868148804,1556.6724119186401;1565.9991731643677,1578.4300382137299,1559.7751536369324,1575.4178431034088,1559.7018625736237;1569.0349123477936,1578.4248158931732,1559.7751505374908,1575.418828010559,1559.7146632671356;1569.018806219101,1575.4167199134827
1597.288306236267,1603.5656716823578,1587.877358675003,1603.4718189239502,1584.8157188892365;1597.105765581131,1603.5650744438171,1584.790530204773;1597.2303113937378,1603.5485427379608,1587.8346683979034;1597.2303082942963,1603.5599400997162,1587.8773560523987,1603.5542976856232
