server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
537.3526570796967,546.6278872489929,524.9035136699677;534.3025412559509,546.5636374950409,524.9389591217041;537.296840429306,546.6166040897369,524.8730435371399;534.3161561489105,546.5625851154327,524.9877109527588,546.6267476081848,524.9430181980133;534.2003483772278,546.6218264102936
580.3865396976471,592.7527828216553,561.9449574947357;571.2743022441864,589.7306826114655,558.8974161148071;580.3312203884125,586.7309591770172,562.1034767627716,589.6487603187561,558.9874091148376;574.3019332885742,589.6750671863556,558.9874141216278;574.3165094852448,592.7516026496887
620.623331785202,632.9160008430481,605.1677904129028;614.5284678936005,629.8500821590424,605.2290909290314,629.8444581031799,605.1730391979218;620.5701086521149,626.9077594280243,605.1347053050995;620.5666608810425,632.9147822856903,602.0995428562164;620.5363516807556,629.909661769867
663.9286887645721,676.2477526664734,648.3465611934662;663.8758461475372,670.2376718521118,645.2400755882263;663.8719990253448,673.2379686832428,648.3885135650635,673.2368955612183,645.3153445720673;660.7484741210938,676.2465934753418,642.3247382640839;660.638427734375,673.1616563796997
704.1177031993866,713.4254817962646,688.6886529922485;704.0532615184784,713.4137992858887,688.6834168434143;701.040228843689,710.3507888317108,688.6834139823914;701.0217771530151,713.4193093776703,691.6315913200378,713.3569407463074,688.6229963302612;700.9383623600006,713.4243755340576
744.2358858585358,753.5374555587769,728.8158099651337;741.1503818035126,753.474461555481,728.8793199062347,753.5314869880676,725.9107418060303;741.1776008605957,750.4641482830048,725.9155032634735;744.1835017204285,753.528249502182,725.8662168979645;738.1203792095184,753.5363099575043
781.3781685829163,793.6552238464355,768.936883687973;778.2710521221161,790.7708218097687,769.0093035697937,793.6540892124176,768.9140822887421;781.321920633316,790.773551940918,768.9646303653717;781.3183681964874,790.7722687721252,765.8603813648224;778.2437798976898,790.6458129882812
821.3316593170166,830.5961663722992,811.9645440578461,827.5229480266571,802.9647226333618;818.2774758338928,830.5576617717743,805.9155371189117;821.2412803173065,830.5525100231171,805.9526791572571;821.2798810005188,830.5899724960327,802.9238429069519;818.2804675102234,830.5950036048889
858.3396556377411,867.6603753566742,842.9743275642395;858.285906791687,867.652538061142,842.8638317584991;858.1986019611359,867.6407968997955,845.9390683174133,864.5891613960266,845.892406463623;855.2542414665222,867.656209230423,842.9743235111237;855.2321856021881,867.6593441963196
892.5094103813171,901.7895789146423,880.0614919662476;892.4361438751221,901.7688236236572,880.0774750709534;892.3839452266693,901.7216112613678,883.0693900585175,901.768116235733,880.0427689552307;892.4322035312653,901.7885372638702,877.0432968139648;892.4143235683441,901.7670364379883
929.6155936717987,938.9344177246094,914.2067801952362;929.548407793045,935.9227232933044,917.27232670784,938.9332871437073,917.1921894550323;929.5619020462036,938.927152633667,917.2169632911682;929.5089299678802,938.847207069397,911.1762351989746;929.5193841457367,935.9212737083435
966.7341730594635,976.0858509540558,954.2983648777008;966.6806757450104,973.0741980075836,951.3114609718323;966.6608004570007,976.018993139267,954.3436412811279,976.079265832901,951.2788610458374;963.5742430686951,976.0238449573517,951.3079872131348;966.6500792503357,976.0847344398499
1003.9001207351685,1025.196435213089,991.4849326610565,1025.1957046985626,988.4382390975952;1003.8476574420929,1013.1051292419434,991.4343566894531;1003.8358843326569,1013.1830031871796,991.4200387001038;1003.8186511993408,1013.1818189620972,988.3834631443024;1000.759438753128,1016.1878139972687
1068.2202792167664,1077.4853341579437,1034.459721326828;1052.9133975505829;1068.169917345047,1077.484214067459,1061.5962991714478,1077.4806311130524,1040.5969593524933;1055.8659090995789;1068.1408042907715,1074.4847030639648,1037.5435526371002;1052.8870890140533;1068.1352586746216,1077.4792368412018,1034.5457422733307;1052.9329628944397;1068.166405916214,1074.4737157821655
1105.3983206748962,1117.649062871933,1089.9470374584198;1102.281840801239,1117.6428446769714,1089.941640138626;1105.3317215442657,1117.647889137268,1092.98388838768,1114.6998958587646,1089.9727437496185;1102.3009405136108,1114.700832605362,1089.9686093330383;1099.2388308048248,1114.6984329223633
1145.3882513046265,1154.7718832492828,1130.086237192154,1154.770749092102,1130.0312373638153;1142.3684408664703,1154.7652354240417,1130.010588645935;1145.3314852714539,1154.7000546455383,1130.0152134895325;1142.3065872192383,1154.760645866394,1127.0058345794678;1142.3729829788208,1154.7550523281097
1188.5241856575012,1197.839025259018,1167.1126301288605;1182.4000842571259,1197.8016176223755,1170.1540355682373,1197.8378458023071,1170.1120691299438;1188.4663391113281,1194.7924845218658,1167.0913162231445;1179.4436438083649,1197.835854291916,1164.0323023796082;1182.4486935138702,1194.7940595149994
1228.6383521556854,1237.986811876297,1213.226794719696;1222.5386106967926,1237.981302022934,1213.327166557312,1237.9252269268036,1213.2808096408844;1228.5859673023224,1234.9179844856262,1210.2696006298065;1228.5538275241852,1237.985710144043,1210.279351234436;1225.5768523216248,1237.9829037189484
1265.8060240745544,1275.0923178195953,1250.355252981186;1262.7248570919037,1275.080043554306,1250.377846956253;1265.7369332313538,1275.0911526679993,1253.3415358066559,1275.0165827274323,1250.3382964134216;1262.6199991703033,1275.0080897808075,1250.4019844532013;1262.728609085083,1275.0861549377441
1299.8411815166473,1309.1913576126099,1287.43487906456;1296.7097334861755,1309.185402393341,1290.4492530822754,1309.190195798874,1287.4491057395935;1299.7738256454468,1309.1599218845367,1287.4152266979218;1299.7782442569733,1306.1843392848969,1284.3590743541718;1299.7305805683136,1309.182050228119
1336.9175651073456,1346.220810174942,1321.661428451538,1346.218719959259,1321.6154329776764;1333.9038450717926,1343.1208794116974,1321.5717613697052;1333.850421667099,1346.2196853160858,1321.454703092575;1336.87024974823,1343.2154896259308,1321.606603384018;1333.8990323543549,1346.0972793102264
1373.9376709461212,1383.1955540180206,1358.5097682476044;1373.8799951076508,1383.1895470619202,1361.5238559246063;1373.8459985256195,1383.1835916042328,1358.4495406150818;1373.8763670921326,1383.176596403122,1361.5684518814087,1383.1941347122192,1355.4606430530548;1373.8507804870605,1380.1884999275208
1414.0160403251648,1423.267428636551,1392.6550462245941;1410.9912776947021,1423.222578048706,1404.66521525383,1423.26628947258,1395.4427955150604;1410.9527575969696,1420.213683605194,1398.6618282794952;1410.9714307785034,1423.2272925376892,1395.4673936367035;1413.9647262096405,1423.2603123188019
1451.0755870342255,1460.3444502353668,1435.707739830017;1448.0118265151978,1460.3401522636414,1435.6188430786133;1451.0158059597015,1460.2719993591309,1438.7064652442932,1457.2649538516998,1435.7026443481445;1448.0157747268677,1457.3405303955078,1435.675232887268;1445.0004301071167,1460.3433163166046
1488.162671804428,1497.450825214386,1472.6500911712646;1488.072009086609,1497.4380078315735,1475.6110246181488;1488.0990936756134,1497.44961476326,1472.5994584560394;1488.0990245342255,1494.4304332733154,1475.8186008930206,1497.3887920379639,1469.6575257778168;1487.8856401443481,1497.4437251091003
1525.2067830562592,1534.458922624588,1512.8028347492218,1534.425446510315,1509.7318317890167;1522.1147496700287,1531.4117896556854,1509.795996427536;1525.090405702591,1534.4201607704163,1509.7633769512177;1525.1523873806,1534.4577498435974,1509.8194773197174;1522.127816438675,1534.4527637958527
1559.2697305679321,1568.6685528755188,1546.8169119358063;1559.2078666687012,1568.649132013321,1549.7426979541779,1568.6581258773804,1546.7962310314178;1559.2119030952454,1568.6450045108795,1546.7369339466095;1556.0554602146149,1568.6622741222382,1543.799974679947;1559.1805963516235,1568.6674518585205
1596.3495018482208,1605.6422905921936,1580.9544761180878;1590.2862045764923,1605.6411333084106,1581.0692715644836,1605.611136674881,1580.9712426662445;1593.2424185276031,1605.6050629615784,1581.014122724533;1596.288515329361,1602.5962269306183,1578.0055458545685;1593.2808330059052,1602.6347885131836
1633.437371969223,1651.7125442028046,1621.005635023117;1633.3767693042755,1642.6991596221924,1617.9498960971832;1633.3506479263306,1639.6946430206299,1624.0168209075928,1642.706238746643,1617.9917614459991;1633.3805973529816,1639.6905007362366,1617.9540734291077;1633.346687555313,1651.7113919258118
1685.5501749515533,1694.8601591587067,1667.2225761413574,1691.8356308937073,1667.1729862689972;1676.4635026454926,1694.8476164340973,1664.105772972107;1679.628389596939,1694.8589980602264,1667.1729896068573;1685.4811489582062,1694.8538627624512,1661.0817730426788;1679.4551031589508,1694.8416373729706
1722.658619403839,1734.9207818508148,1710.290733575821,1734.920028924942,1707.262781381607;1716.527545452118,1731.9161121845245,1707.2461597919464;1719.581650018692,1731.9041767120361,1707.195547580719;1722.5942804813385,1731.9105083942413,1704.2495880126953;1719.567601442337,1731.9233951568604
1759.7194373607635,1772.0130288600922,1747.2258942127228;1759.6601383686066,1772.0118398666382,1750.1408443450928,1769.013736486435,1747.2067811489105;1759.6216566562653,1766.002316236496,1747.2644562721252;1759.660079717636,1771.9812729358673,1747.2599864006042;1759.625539302826,1769.0317950248718
1802.6853466033936,1811.9945249557495,1784.42507147789;1799.6314244270325,1811.9937915802002,1784.4250674247742;1802.6354274749756,1808.902238368988,1787.5038719177246,1808.981363773346,1787.3155162334442;1799.6470530033112,1811.9896738529205,1784.3876349925995;1796.6271245479584,1811.9070751667023
1839.8087253570557,1849.0904848575592,1824.398521900177;1839.7469346523285,1849.087577342987,1827.3609569072723;1836.678946018219,1849.021909236908,1827.4076697826385,1849.083651304245,1824.3943915367126;1839.7248401641846,1849.0265922546387,1824.3899946212769;1836.7052609920502,1849.0895600318909
1876.741577386856,1886.0363478660583,1861.3929665088654;1873.616749048233,1886.0071742534637,1861.40389919281;1876.676244020462,1886.0295526981354,1864.3153731822968;1876.6062400341034,1882.9654269218445,1864.495658159256,1886.0351991653442,1858.3363237380981;1876.6505029201508,1883.024489402771
1916.9844620227814,1926.2483229637146,1898.3753972053528;1913.9314787387848,1926.2474098205566,1901.3383719921112;1916.9325168132782,1923.2346501350403,1901.467521905899;1913.9111664295197,1926.2048766613007,1898.40864610672;1913.9153978824615,1926.2424230575562,1901.512938261032,1923.1968591213226
1957.0759663581848,1966.4011068344116,1938.5032050609589;1953.9098525047302,1966.390165567398,1941.6714255809784;1957.0162806510925,1966.3959946632385,1941.5000796318054;1950.9374933242798,1966.3418514728546,1941.7094149589539,1966.334989786148,1938.550956249237;1957.0171558856964,1966.4003672599792
1991.0906460285187,2003.3435242176056,1978.736930847168;1991.014280796051,2000.3356304168701,1978.6754014492035;1990.9874470233917,2000.3363873958588,1978.7973010540009,1997.3335132598877,1978.753277540207;1991.036348581314,2000.2740213871002,1978.6465420722961;1988.0229663848877,2003.3423693180084
2031.2980890274048,2040.5769832134247,2018.6988298892975;2028.235624551773,2040.5758028030396,2018.748227596283,2040.514319896698,2018.664799451828;2030.952585697174,2040.4768826961517,2018.7102029323578;2030.9724171161652,2040.57035446167,2015.5808022022247;2031.2403378486633,2037.5625112056732
2068.3495848178864,2077.624699831009,2052.867782354355;2065.2492487430573,2074.6125786304474,2055.9513852596283,2077.5593659877777,2052.9249155521393;2068.287094593048,2077.6235218048096,2052.94410777092;2068.2750606536865,2077.592003107071,2052.8911321163177;2065.2656121253967,2077.6184442043304
