server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
156.95502853393555,172.2567322254181,129.51486921310425;141.7065999507904;156.90286540985107,166.16877365112305,126.53042101860046;141.69280862808228;156.8897442817688,166.2549057006836,147.48020100593567,172.25572443008423,126.4758849143982;138.7219536304474;153.92506957054138,166.25575828552246,126.46931529045105;138.69825053215027;147.91461420059204,166.2536120414734
212.11822986602783,224.39297676086426,184.57289671897888;199.8545424938202;212.056010723114,221.41207265853882,184.64121103286743;196.94505214691162;212.06752920150757,221.3894762992859,202.62873339653015,224.39221739768982,184.64120650291443;196.91409587860107;209.13797187805176,218.38928365707397,184.59366703033447;196.8800220489502;206.1280996799469,221.39033842086792
270.34658098220825,282.5755226612091,233.71751475334167;248.88473844528198;261.12498664855957,279.59682273864746,239.84570384025574;252.09266781806946;264.26914715766907,279.63429379463196,260.70007586479187,282.5747606754303,236.7834620475769;252.08844184875488;270.28794980049133,276.5711176395416,236.65345525741577;245.8590030670166;264.1275141239166,276.6334342956543
322.3335144519806,337.63543343544006,297.9036178588867;310.09543323516846;322.2824547290802,331.6334569454193,297.8916919231415;310.0803544521332;322.2684323787689,331.61372566223145,318.8368434906006,337.6346654891968,294.884046792984;307.125825881958;319.3194842338562,328.6129822731018,294.8986134529114;307.1101896762848;316.3263010978699,331.6320128440857
377.6459743976593,392.93747115135193,352.94495725631714;365.14951753616333;377.4733188152313,386.9374854564667,352.98479175567627;365.3227491378784;377.5611515045166,386.90168046951294,371.00835394859314,392.9365520477295,353.043664932251;365.3227527141571;377.58473896980286,386.9304664134979,349.97507333755493;365.2085802555084;374.48600697517395,386.922545671463
435.8286044597626,454.0361087322235,408.3269696235657;423.5307378768921;435.7530286312103,445.10484981536865,405.3234431743622;420.52815318107605;435.77183842658997,448.11009430885315,426.3691008090973,454.03491044044495,405.28530263900757;414.48663353919983;426.74903869628906,445.10383009910583,405.2032651901245;414.4903600215912;426.7459771633148,445.1017355918884
503.2400143146515,518.5439593791962,466.43235182762146;478.70476841926575;493.96008825302124,509.5146837234497,466.41867995262146;478.73136258125305;491.08382844924927,512.5261509418488,493.4696183204651,518.5427422523499,466.4818444252014;475.7549023628235;490.97010827064514;500.1497058868408,512.5310740470886,466.4818410873413;478.83395886421204;488.0086507797241;503.18313121795654,509.52278995513916
564.6364169120789,579.9445559978485,530.9632182121277;549.1380853652954;561.4124324321747,573.9325044155121,533.9546844959259;546.1319856643677;561.4076409339905,573.9284815788269,554.9360108375549,579.9433574676514,530.9163384437561;543.154479265213;552.3543751239777;564.5839002132416,573.92946434021,530.9336626529694;543.1344528198242;552.3737676143646;564.5803945064545,573.9314115047455
629.1099452972412,647.4291326999664,592.306599855423;601.597532749176;616.8203499317169;629.0512523651123,644.4190256595612,595.3520414829254;607.5660219192505;619.7776443958282,638.4223206043243,619.3655531406403,647.4279341697693,592.3377366065979;604.603785276413;616.8203539848328;626.0163748264313,638.4151077270508,592.3609616756439;607.5660257339478;619.7731237411499,638.429089307785
696.6772413253784,712.0112335681915,659.8011355400085;672.091912984848;684.3308279514313;696.6052670478821,702.9951598644257,659.8685188293457;672.2123467922211;687.3753499984741,706.0010588169098,686.8393335342407,712.0100736618042,659.8430473804474;672.056233882904;684.3509616851807;696.6097631454468,705.9996902942657,659.8685157299042;675.1858243942261;684.3822991847992,705.9983177185059
757.9321689605713,776.1926896572113,727.3446803092957;739.6017894744873;751.8308839797974,767.1820194721222,724.3594033718109;733.5898728370667;748.8041031360626,767.1960923671722,748.4964227676392,776.1919555664062,724.4004237651825;739.6268544197083;757.878888130188,767.1906363964081,721.3454947471619;736.5840952396393;748.8208136558533,767.1854102611542
819.1962265968323,840.5098860263824,788.6393418312073;806.8522317409515;819.1373918056488,828.5021328926086,791.6517548561096;800.8947639465332;813.0607254505157,828.4946773052216,812.6490392684937,837.5146262645721,788.6027007102966;800.8776381015778;810.0735683441162,828.5077242851257,785.5536856651306;800.9122941493988;819.1411855220795,840.5091524124146
