server_fit_accuracy,server_fit_loss,server_fit_precision,server_fit_recall,server_fit_f1,server_ev_accuracy,server_ev_loss,server_ev_precision,server_ev_recall,server_ev_f1,supernode-2_fit_accuracy,supernode-2_fit_loss,supernode-2_fit_precision,supernode-2_fit_recall,supernode-2_fit_f1,supernode-2_ev_accuracy,supernode-2_ev_loss,supernode-2_ev_precision,supernode-2_ev_recall,supernode-2_ev_f1,supernode-5_fit_accuracy,supernode-5_fit_loss,supernode-5_fit_precision,supernode-5_fit_recall,supernode-5_fit_f1,supernode-5_ev_accuracy,supernode-5_ev_loss,supernode-5_ev_precision,supernode-5_ev_recall,supernode-5_ev_f1,supernode-4_fit_accuracy,supernode-4_fit_loss,supernode-4_fit_precision,supernode-4_fit_recall,supernode-4_fit_f1,supernode-4_ev_accuracy,supernode-4_ev_loss,supernode-4_ev_precision,supernode-4_ev_recall,supernode-4_ev_f1,supernode-3_fit_accuracy,supernode-3_fit_loss,supernode-3_fit_precision,supernode-3_fit_recall,supernode-3_fit_f1,supernode-3_ev_accuracy,supernode-3_ev_loss,supernode-3_ev_precision,supernode-3_ev_recall,supernode-3_ev_f1,supernode-1_fit_accuracy,supernode-1_fit_loss,supernode-1_fit_precision,supernode-1_fit_recall,supernode-1_fit_f1,supernode-1_ev_accuracy,supernode-1_ev_loss,supernode-1_ev_precision,supernode-1_ev_recall,supernode-1_ev_f1
0.124609375,0.0,0.12042903304100036,0.11998406201601028,0.12017746418714523,0.12249999791383744,2.317285986552163,0.12192551791667938,0.12247744500637055,0.12219269722700118,0.1083984375,0.0,0.11462489515542984,0.1077280268073082,0.11106949299573898,0.1185000017285347,2.3248727737911166,0.11845944076776505,0.11817542463541031,0.11831725388765335,0.1259765625,0.0,0.11869774013757706,0.12248651683330536,0.1205623596906662,0.11949999630451202,2.3085698362380738,0.11929968744516373,0.11687394231557846,0.11807435005903244,0.1142578125,0.0,0.10948590934276581,0.11112408339977264,0.11029890924692154,0.12999999523162842,2.314647807015313,0.13055817782878876,0.13194400072097778,0.131247416138649,0.1220703125,0.0,0.11400830745697021,0.11295737326145172,0.11348039656877518,0.12999999523162842,2.313482712185572,0.12830106914043427,0.1288643181324005,0.12858209013938904,0.15234375,0.0,0.1453283131122589,0.1456243097782135,0.14547616243362427,0.1145000010728836,2.3248568035307384,0.11300921440124512,0.11652953922748566,0.11474237591028214
0.1296875,0.0,0.12527965605258942,0.12660097926855088,0.12591336220502852,0.12709999829530716,2.298247637067522,0.1251266747713089,0.12841284275054932,0.12674712687730788,0.1376953125,0.0,0.13643693923950195,0.13560925424098969,0.13602183759212494,0.13449999690055847,2.29919033201914,0.13443991541862488,0.1373404711484909,0.13587473332881927,0.140625,0.0,0.13085509836673737,0.13673153519630432,0.1337287724018097,0.12449999898672104,2.2935821518065436,0.12001872062683105,0.12468554824590683,0.12230762094259262,0.125,0.0,0.12520930171012878,0.12169299274682999,0.12342610955238342,0.11999999731779099,2.298778356067718,0.11918306350708008,0.12206397205591202,0.12060631066560745,0.1044921875,0.0,0.10148972272872925,0.10170245170593262,0.10159597545862198,0.11500000208616257,2.314613221183656,0.11356092989444733,0.11578303575515747,0.11466120928525925,0.140625,0.0,0.13240721821784973,0.13726866245269775,0.13479411602020264,0.14149999618530273,2.285074124260554,0.13843074440956116,0.14219118654727936,0.14028576016426086
0.143359375,0.0,0.13762523382902145,0.1393933951854706,0.13847243934869766,0.13849999904632568,2.281137122805156,0.13323982208967208,0.13949234187602996,0.13627973347902297,0.1484375,0.0,0.1408042460680008,0.1392979621887207,0.14004705846309662,0.1404999941587448,2.2772912941281755,0.13718239963054657,0.14328880608081818,0.14016912877559662,0.1640625,0.0,0.15303710103034973,0.16098730266094208,0.15691156685352325,0.14949999749660492,2.276225650121295,0.14653965830802917,0.14970330893993378,0.14810459315776825,0.142578125,0.0,0.14306585490703583,0.14049413800239563,0.14176833629608154,0.13449999690055847,2.276325539937095,0.1268482506275177,0.13805004954338074,0.132212296128273,0.1240234375,0.0,0.11307426542043686,0.11866118013858795,0.11580037325620651,0.125,2.289419620756119,0.1214284673333168,0.12656241655349731,0.1239422932267189,0.1376953125,0.0,0.13814470171928406,0.13752639293670654,0.13783486187458038,0.14300000667572021,2.286423509083097,0.1342003345489502,0.13985712826251984,0.13697035610675812
0.1638671875,0.0,0.1558227315545082,0.16031897068023682,0.15803005844354628,0.16589999794960023,2.223959593167381,0.1588018625974655,0.16904187202453613,0.1637259155511856,0.1630859375,0.0,0.16021552681922913,0.1634632647037506,0.161823108792305,0.15049999952316284,2.230946177528018,0.14454664289951324,0.15803015232086182,0.15098796784877777,0.169921875,0.0,0.16233709454536438,0.16342070698738098,0.16287709772586823,0.17599999904632568,2.2252380601943487,0.1746170073747635,0.18060728907585144,0.17756162583827972,0.171875,0.0,0.16344544291496277,0.16930285096168518,0.16632258892059326,0.17100000381469727,2.2201430040692527,0.15978288650512695,0.17539061605930328,0.16722336411476135,0.1142578125,0.0,0.10426213592290878,0.10711723566055298,0.10567039996385574,0.16599999368190765,2.2297310904851035,0.15294323861598969,0.16544578969478607,0.15894903242588043,0.2001953125,0.0,0.188853457570076,0.19829079508781433,0.19345709681510925,0.16599999368190765,2.2137396335601807,0.1621195375919342,0.16573551297187805,0.16390758752822876
0.186328125,0.0,0.17640526294708253,0.18095671236515046,0.17863484025001525,0.1974000006914139,2.1052177281606763,0.18895243108272552,0.19920730888843535,0.1939438670873642,0.1884765625,0.0,0.1777789294719696,0.1853366643190384,0.18147912621498108,0.20550000667572021,2.0882611672083535,0.19792699813842773,0.2098492681980133,0.20371384918689728,0.1865234375,0.0,0.1756388247013092,0.18036791682243347,0.1779719591140747,0.19599999487400055,2.1085504955715604,0.18949538469314575,0.19898080825805664,0.1941222846508026,0.2119140625,0.0,0.1955401599407196,0.2052866667509079,0.20029492676258087,0.20200000703334808,2.099227437897334,0.1961599588394165,0.20683391392230988,0.20135557651519775,0.1689453125,0.0,0.1636071801185608,0.16319222748279572,0.16339944303035736,0.1875,2.116354815543644,0.17907196283340454,0.1883096545934677,0.18357467651367188,0.17578125,0.0,0.1694612205028534,0.17060008645057678,0.17002874612808228,0.19599999487400055,2.1136947245824906,0.1821078509092331,0.19206289947032928,0.18695294857025146
0.2173828125,0.0,0.20448046326637268,0.21179866790771484,0.20806459188461304,0.219200000166893,2.0569023105833266,0.20889367759227753,0.2211535692214966,0.2148294359445572,0.2333984375,0.0,0.2243540734052658,0.22738179564476013,0.22585779428482056,0.21699999272823334,2.040969246909732,0.20335018634796143,0.21882875263690948,0.2108057290315628,0.2197265625,0.0,0.20611312985420227,0.2120877504348755,0.2090577632188797,0.22550000250339508,2.042055981499808,0.22041209042072296,0.22682099044322968,0.22357061505317688,0.216796875,0.0,0.20188984274864197,0.21334174275398254,0.20745787024497986,0.2224999964237213,2.061293702276926,0.21417593955993652,0.22996211051940918,0.2217884659767151,0.1884765625,0.0,0.1797885000705719,0.18773004412651062,0.18367347121238708,0.2070000022649765,2.0908638693037487,0.1970442831516266,0.21196213364601135,0.2042311578989029,0.228515625,0.0,0.21025677025318146,0.21845200657844543,0.21427606046199799,0.2240000069141388,2.0493287529264177,0.20948588848114014,0.21819385886192322,0.21375121176242828
0.208984375,0.0,0.2033068835735321,0.20600742995738983,0.20461106598377227,0.23030000030994416,2.0166852686140273,0.2252904325723648,0.2316592812538147,0.22840072810649872,0.2158203125,0.0,0.2079591304063797,0.21430563926696777,0.21108469367027283,0.23000000417232513,2.0045212885690114,0.22306017577648163,0.23409028351306915,0.22844216227531433,0.2138671875,0.0,0.21681928634643555,0.21039123833179474,0.2135569006204605,0.23399999737739563,2.0180329689903864,0.23217864334583282,0.23598143458366394,0.23406457901000977,0.18359375,0.0,0.176198810338974,0.1838139295578003,0.1799258440732956,0.23649999499320984,2.0014597896545654,0.23784363269805908,0.23938345909118652,0.23861105740070343,0.2080078125,0.0,0.1938226968050003,0.20032072067260742,0.19701816141605377,0.2150000035762787,2.0466602643330893,0.20343251526355743,0.21688207983970642,0.20994210243225098,0.2236328125,0.0,0.22173449397087097,0.22120562195777893,0.2214697301387787,0.23600000143051147,2.012752031523084,0.22993719577789307,0.23195914924144745,0.2309437394142151
0.2228515625,0.0,0.21398713886737825,0.21816699504852294,0.21603190898895264,0.2382999986410141,1.993202593213036,0.23111832439899443,0.23819365799427034,0.23460187017917633,0.2216796875,0.0,0.2214113473892212,0.21828524768352509,0.21983718872070312,0.23849999904632568,1.9911541446806893,0.23127751052379608,0.23941835761070251,0.23527754843235016,0.25,0.0,0.23698249459266663,0.23994740843772888,0.23845572769641876,0.23549999296665192,2.0043614743247864,0.22953465580940247,0.23727862536907196,0.23334240913391113,0.205078125,0.0,0.19064146280288696,0.20044036209583282,0.19541816413402557,0.24449999630451202,1.9772666371057903,0.2405853569507599,0.24715805053710938,0.24382741749286652,0.21875,0.0,0.2114029824733734,0.21514466404914856,0.21325740218162537,0.2345000058412552,2.005306533404759,0.22718468308448792,0.23437407612800598,0.23072338104248047,0.21875,0.0,0.20949740707874298,0.2170172929763794,0.21319106221199036,0.23849999904632568,1.9879241765491547,0.22700941562652588,0.2327391803264618,0.22983859479427338
0.244140625,0.0,0.2328640341758728,0.23986257314682008,0.23627308309078215,0.24990000128746032,1.9668441344821266,0.24482309818267822,0.2515931576490402,0.24814249873161315,0.234375,0.0,0.23020140826702118,0.22966833412647247,0.22993457317352295,0.24199999868869781,1.9506182102929979,0.23330596089363098,0.24308426678180695,0.2380947470664978,0.23046875,0.0,0.21593275666236877,0.2252683937549591,0.22050181031227112,0.2549999952316284,1.9704629390958757,0.25519582629203796,0.2599751353263855,0.2575633227825165,0.2626953125,0.0,0.24850860238075256,0.26196005940437317,0.25505709648132324,0.24150000512599945,1.9734205499527946,0.2337605208158493,0.24639113247394562,0.23990969359874725,0.234375,0.0,0.23078036308288574,0.23042432963848114,0.2306021898984909,0.24549999833106995,1.9741750236541507,0.23981161415576935,0.24598892033100128,0.24286098778247833,0.2587890625,0.0,0.23889704048633575,0.25199174880981445,0.2452697455883026,0.265500009059906,1.9655439494148133,0.2620415687561035,0.26252633333206177,0.2622837424278259
0.25234375,0.0,0.23998478055000305,0.24826573431491852,0.24403409361839296,0.2698000013828278,1.9314111331152537,0.26341856122016905,0.27116730213165285,0.2672324240207672,0.2626953125,0.0,0.23632362484931946,0.25277143716812134,0.24427096545696259,0.2590000033378601,1.9164716516222273,0.252789705991745,0.260579913854599,0.2566256821155548,0.2412109375,0.0,0.2298872172832489,0.23962536454200745,0.23465529084205627,0.27149999141693115,1.924989210234748,0.2663681209087372,0.2747694253921509,0.27050355076789856,0.2744140625,0.0,0.2661610245704651,0.271969735622406,0.2690340280532837,0.2745000123977661,1.9405088935579573,0.2682288587093353,0.27931076288223267,0.2736576795578003,0.2490234375,0.0,0.24255049228668213,0.24746760725975037,0.24498437345027924,0.2639999985694885,1.9521181791547746,0.2578055262565613,0.2649771571159363,0.2613421678543091,0.234375,0.0,0.22500154376029968,0.22949452698230743,0.22722581028938293,0.2800000011920929,1.9229677310065618,0.27190059423446655,0.27619925141334534,0.2740330398082733
