server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
135.9742591381073,145.28584361076355,123.65947246551514;135.91336584091187,145.27327227592468,123.5841133594513;135.87167406082153,145.22198843955994,123.7553231716156,145.27950310707092,123.59997487068176;135.89938068389893,145.2844202518463,123.65946865081787;135.92308354377747,142.27357721328735
173.06376433372498,182.4029242992401,157.70328211784363;170.01188802719116,179.38165140151978,157.8311710357666,182.3909866809845,157.70327949523926;173.00774598121643,182.4017436504364,157.6606743335724;172.9249246120453,179.3043270111084,157.64831805229187;166.9766025543213,182.39636397361755
213.1561737060547,225.47760319709778,197.73077511787415;212.96359515190125,222.4728672504425,194.78858828544617;213.0328004360199,219.4706995487213,197.84250593185425;210.0494360923767,219.46883487701416,197.87192511558533;213.10583925247192,225.47633862495422,197.90268445014954,222.47453022003174
253.47187209129333,262.7459270954132,241.0120940208435;250.2805893421173,262.72946858406067,241.1201832294464,259.7263045310974,241.01209115982056;253.40156769752502,262.73435044288635,240.95213222503662;253.4050498008728,262.7447862625122,234.9001820087433;253.37978529930115,262.7388129234314
290.5008099079132,299.76799869537354,275.1961271762848;287.5094864368439,296.75478887557983,278.2221691608429,299.7420845031738,275.1961302757263;287.50541615486145,299.7609360218048,275.14754271507263;290.4313654899597,299.74741530418396,272.12061977386475;287.4410674571991,299.76726627349854
324.6170766353607,333.8994359970093,315.22734808921814,333.89220094680786,312.21865797042847;324.5533187389374,333.89765977859497,312.173104763031;324.5209858417511,330.8896915912628,312.16657972335815;324.5155246257782,333.89870500564575,312.2186613082886;324.5587821006775,330.8916311264038
358.6513469219208,368.0250549316406,346.27235221862793;358.5932586193085,368.0236146450043,346.21526741981506;358.52730560302734,368.0225601196289,349.24876952171326,368.02433586120605,346.22024488449097;358.5050654411316,365.0179386138916,346.27235555648804;358.5932626724243,365.01539635658264
395.70309233665466,407.99272751808167,380.4548718929291;395.5838177204132,404.9814360141754,383.42114424705505,407.99159026145935,380.3807621002197;392.6247720718384,404.98262643814087,383.3947992324829;395.64708375930786,401.9784197807312,380.4260938167572;389.6281282901764,404.9833483695984
438.64735221862793,447.9372959136963,423.36687684059143;435.5728847980499,447.9022173881531,423.4875054359436,447.93614196777344,420.37360548973083;429.5669515132904,447.931761264801,420.40498995780945;438.5919485092163,444.9205687046051,420.3736090660095;429.581285238266,447.92692399024963
475.7883267402649,485.08383321762085,460.3137128353119;475.5933418273926,485.0813658237457,460.3501443862915;475.7168288230896,485.06242275238037,460.2737879753113;472.6362929344177,485.0825867652893,460.35014748573303;475.72044825553894,485.0701484680176,463.30708742141724,485.0692734718323
509.91690135002136,525.2237768173218,497.590594291687;509.8606536388397,519.2140700817108,497.59059166908264;509.83555722236633,519.2019965648651,497.5182538032532;509.75041699409485,525.2226283550262,497.6735453605652,519.2084374427795,494.48464941978455;509.79686307907104,519.1849632263184
552.9619722366333,562.3153922557831,540.6434669494629;552.9080281257629,559.2514102458954,537.664525270462;549.8787624835968,562.3142700195312,537.6188249588013;546.8781917095184,562.2978632450104,537.7009854316711;552.9046506881714,562.308643579483,540.6779022216797,562.3034934997559
589.9691216945648,599.269782781601,577.7068853378296,599.2589976787567,574.6823334693909;589.913861989975,599.2649130821228,574.6472384929657;586.8800613880157,596.2543036937714,577.6637070178986;586.8761456012726,599.2687935829163,571.6370239257812;586.892502784729,596.1986904144287
626.9594976902008,636.2813944816589,614.7258868217468,636.2760078907013,611.635754108429;623.9132199287415,636.2741668224335,614.7017343044281;626.9047441482544,633.2682826519012,611.7055239677429;626.8895144462585,636.28027176857,611.6658477783203;620.9250671863556,636.2724800109863
664.0221507549286,676.3637225627899,648.6936519145966;657.9385991096497,673.352522611618,651.7253744602203,673.3515293598175,648.7311146259308;663.9570684432983,670.3525881767273,651.6916811466217;663.927435874939,673.3544070720673,648.7561500072479;663.9236943721771,676.3625614643097
704.1918053627014,713.5137600898743,688.8171999454498;704.1407382488251,713.5073533058167,688.907840013504;701.2118422985077,713.5127303600311,688.8619041442871;701.1779263019562,713.49933552742,691.8724949359894,710.4899506568909,688.9078371524811;698.1916887760162,713.493141412735
741.3128798007965,750.6454956531525,728.9137299060822;741.2452199459076,750.6336748600006,728.8674945831299;741.1661458015442,750.6397156715393,728.913726568222;738.2061560153961,750.6104018688202,729.0163421630859,750.6441814899445,722.8442726135254;741.249888420105,747.6310653686523
778.5027310848236,790.7825605869293,763.1626172065735;778.451486825943,787.7745475769043,763.1626207828522;775.4225387573242,787.7721209526062,763.132212638855;772.384642124176,787.7763409614563,766.095841884613,787.7615931034088,763.0547261238098;775.3315930366516,790.7815592288971
818.5033807754517,827.825229883194,806.0304095745087;818.4191646575928,827.8241055011749,806.2048895359039;818.4465417861938,827.8084678649902,806.204886674881;818.4429385662079,824.8046548366547,806.2394549846649,827.8191375732422,803.083642244339;818.3808696269989,827.8136234283447
855.5313844680786,870.7813875675201,840.1796505451202;852.4192113876343,864.8244781494141,849.2191092967987,864.8179562091827,843.176429271698;855.4653816223145,864.8292186260223,843.1995422840118;855.4620018005371,864.8350431919098,840.1958181858063;852.402485370636,870.7806477546692
898.511271238327,907.8042352199554,886.2366027832031;898.4464473724365,907.7073245048523,886.2365989685059;898.4580721855164,907.7853946685791,886.2687122821808,907.8030853271484,880.1305215358734;895.3923213481903,907.7917404174805,883.1228637695312;892.4061014652252,907.7978239059448
935.5257542133331,947.8889126777649,920.2028827667236;935.4704742431641,947.888158082962,920.2028858661652;932.450281381607,944.8800776004791,920.0206685066223;932.4136388301849,944.8811407089233,920.1433758735657;932.4695990085602,944.8821322917938,920.2908983230591,944.8788125514984
987.8492457866669,997.1312000751495,963.4977488517761;972.7416527271271,997.1300294399261,963.5893552303314,994.1146910190582,957.2680859565735;987.7434749603271,994.1127257347107,963.3611416816711;972.7030799388885,997.1189517974854,963.4977519512177;975.7473156452179,997.1250729560852
1024.7346503734589,1034.0132398605347,1009.4502484798431;1018.6614227294922,1034.008909702301,1009.4813051223755;1024.6798951625824,1033.984083890915,1012.4903378486633;1024.6681776046753,1034.0054721832275,1012.5214867591858,1034.0121836662292,1006.4636516571045;1021.6603429317474,1034.002845287323
1061.7548141479492,1071.0181410312653,1046.3948411941528;1061.688808441162,1071.005019903183,1046.3457925319672;1058.581945180893,1071.0110893249512,1049.4076738357544,1071.016976594925,1046.3948380947113;1058.6789543628693,1068.0072338581085,1043.3534536361694;1058.6498069763184,1068.0060148239136
1095.981365442276,1105.2659468650818,1083.4822211265564;1095.9153814315796,1105.264836549759,1083.448885679245;1095.7237434387207,1105.260095357895,1083.3929417133331;1095.740891456604,1105.2368426322937,1086.4087417125702,1105.2549979686737,1083.482224225998;1095.919448852539,1105.2491812705994
1132.9821364879608,1145.2968907356262,1117.6401810646057;1132.9283986091614,1142.2869889736176,1117.64017868042;1129.9388222694397,1145.295726299286,1120.587857246399,1139.2872326374054,1117.5973825454712;1129.8988466262817,1142.288931131363,1114.5843234062195;1129.934698343277,1142.2860367298126
1173.0072419643402,1182.2862749099731,1157.7403373718262;1169.9751377105713,1182.2835035324097,1160.7554414272308;1172.9543197154999,1182.2852277755737,1160.787400484085,1179.2762734889984,1160.574896812439;1169.9368982315063,1182.2825396060944,1157.7644307613373;1169.964680671692,1179.2799634933472
1212.8710086345673,1222.1701214313507,1197.5471484661102;1209.7508387565613,1222.1587283611298,1194.5890126228333;1206.8139395713806,1222.168977022171,1197.577071428299,1222.1530787944794,1194.618584394455;1212.7633621692657,1222.1336846351624,1194.5607559680939;1212.8156547546387,1222.164388179779
1255.8116614818573,1265.1080527305603,1240.5205631256104,1265.1005053520203,1234.5527780056;1243.9223356246948,1265.09370803833,1234.5073401927948;1255.7488112449646,1265.1069357395172,1234.552780866623;1249.925940990448,1262.0872774124146,1231.5062284469604;1246.7592375278473,1265.094565629959
1292.8605735301971,1302.1509642601013,1277.6622471809387,1302.1437935829163,1277.5126972198486;1289.7729260921478,1302.1393802165985,1277.5776369571686;1289.8052206039429,1302.1276607513428,1277.5776336193085;1292.8095695972443,1302.1337230205536,1274.5144057273865;1289.7525866031647,1302.1498341560364
1329.8660123348236,1339.2113904953003,1314.4814109802246;1326.736977815628,1339.2002758979797,1314.5433902740479;1329.8072395324707,1339.1896922588348,1314.516648054123;1323.7767717838287,1339.205400466919,1314.6463940143585,1339.1953473091125,1311.476265668869;1326.7700386047363,1339.21027302742
1366.926236629486,1382.2041988372803,1351.609088897705;1366.871830701828,1376.1839587688446,1354.575588941574;1366.7767586708069,1382.2032861709595,1351.6367857456207;1366.797738313675,1376.195919752121,1354.607976436615,1376.1217529773712,1351.5796172618866;1363.84037899971,1376.1894726753235
1410.0983257293701,1419.3846182823181,1394.562968969345;1406.8632049560547,1419.3837852478027,1394.688406944275;1410.0402119159698,1419.3719696998596,1394.7204177379608,1419.3746297359467,1394.695499420166;1406.890874862671,1419.3817856311798,1391.5515472888947;1406.8677108287811,1419.3785562515259
1449.9311089515686,1459.218924999237,1431.7147192955017;1443.9332840442657,1459.2160892486572,1434.733300447464,1459.2180936336517,1434.7000262737274;1446.8585345745087,1456.2074694633484,1431.7353866100311;1449.866260766983,1459.2170822620392,1431.6646118164062;1443.9388120174408,1459.2047481536865
1486.9558610916138,1499.2386293411255,1474.606113910675,1493.2260179519653,1471.6819264888763;1483.9286744594574,1499.2323405742645,1471.5900666713715;1486.9039733409882,1496.2277772426605,1471.6819233894348;1483.94407248497,1496.1840243339539,1471.6524839401245;1483.8814454078674,1499.2374725341797
1526.856877565384,1536.1811900138855,1514.6470639705658,1533.1631801128387,1514.6262307167053;1523.8021376132965,1536.1560564041138,1511.5698759555817;1523.7906136512756,1536.1680064201355,1511.5993194580078;1526.8056070804596,1536.1757171154022,1511.5522367954254;1520.8021099567413,1536.1800441741943
1569.8074431419373,1579.1099376678467,1551.564816236496,1579.1040120124817,1551.5304100513458;1563.7259814739227,1579.0428516864777,1548.4900736808777;1560.7342765331268,1579.1088109016418,1548.5744483470917;1569.7540574073792,1579.0921442508698,1548.5437142848969;1557.7405471801758,1579.0988585948944
1603.8810589313507,1613.3196222782135,1594.4844138622284,1613.3079254627228,1591.4359142780304;1600.7482001781464,1613.3130037784576,1591.4923219680786;1603.8270239830017,1613.3184881210327,1591.4923181533813;1603.8235869407654,1613.2970848083496,1588.4556860923767;1603.694411277771,1613.3011379241943
1640.99214220047,1662.2035236358643,1628.6794662475586,1650.2706487178802,1625.6710555553436;1637.9505453109741,1650.273831129074,1625.6260368824005;1637.899097919464,1653.2812476158142,1625.5914430618286;1640.9219408035278,1662.2023587226868,1625.6710588932037;1637.936271905899,1647.2624263763428
1689.970763206482,1699.2425045967102,1674.6448214054108;1686.902984380722,1699.2417500019073,1674.6448242664337;1689.9168014526367,1696.212940454483,1674.6129627227783;1686.881650686264,1696.2341148853302,1677.666647195816,1699.2401587963104,1674.6047720909119;1683.8509232997894,1699.2382876873016
1727.0247085094452,1736.3074476718903,1711.558685541153;1726.9703907966614,1736.303347826004,1711.5221979618073;1723.930216550827,1736.3006212711334,1714.564689397812,1733.2956583499908,1714.531975030899;1723.925462961197,1736.2977738380432,1711.5263969898224;1720.9052143096924,1736.306568145752
1764.1025054454803,1773.379429101944,1748.6464495658875;1761.0151829719543,1773.3499777317047,1748.7511281967163;1764.0491774082184,1773.3783121109009,1748.8080973625183,1773.371913909912,1748.6871507167816;1757.9854962825775,1773.3663001060486,1745.6872808933258;1761.0266840457916,1770.358537197113
1798.0837433338165,1807.445018529892,1785.6657276153564;1797.9562640190125,1804.4363143444061,1788.7561655044556,1807.443974494934,1785.6964166164398;1798.0015988349915,1804.433214187622,1785.7440435886383;1798.0267384052277,1807.438639640808,1785.7440469264984;1798.030121564865,1807.4410576820374
