server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
157.15053582191467,178.48359656333923,129.55342292785645;138.86150574684143,166.4711525440216,129.60417914390564;148.07108855247498,166.46492338180542,150.63229775428772,178.48211002349854,126.54543876647949;138.83248209953308;157.09878039360046,166.46610116958618,126.55588269233704;138.79636788368225;151.03419876098633,163.4624764919281
227.7244062423706,252.0567078590393,193.88526916503906;215.38825488090515;227.6369023323059,237.04014945030212,190.82971382141113;203.13053464889526;212.3924205303192;227.6663465499878,236.9311375617981,217.859858751297,252.05545115470886,187.83336973190308;203.17129492759705;224.6290853023529,237.03389048576355,190.76858377456665;200.09990429878235;215.42315077781677,234.03043389320374
301.22955346107483,322.5557291507721,264.42372035980225;288.9003019332886,307.4953293800354,264.3813011646271;276.63837337493896;298.14149379730225,310.5441188812256,291.42503595352173,322.55453729629517,264.3187606334686;276.599157333374;288.8432273864746;301.17696809768677,310.50756573677063,264.33524680137634;273.61336302757263;288.86480140686035;298.145311832428,310.50169038772583
362.50231671333313,380.7342071533203,334.8446807861328;347.1542913913727;359.4376893043518,371.7758615016937,334.9140648841858;347.15807032585144;362.45124769210815,371.7790825366974,358.9315001964569,380.7330069541931,334.9475317001343;356.4198913574219,377.73007249832153,331.88190174102783;347.1975419521332,371.77742743492126
417.71333169937134,439.07041025161743,393.09414649009705;405.37391567230225;417.6525058746338,426.98563146591187,393.01325964927673;408.3476228713989,427.047358751297,417.0321578979492,439.06925439834595,405.07012844085693;417.6357457637787,427.04117608070374,393.04083275794983;405.37391996383667;414.5967028141022,427.0524220466614
476.08781838417053,503.39172172546387,451.4634611606598;463.70622420310974;473.00604581832886,485.37692952156067,454.47865104675293;475.9952440261841,485.37181663513184,475.50059604644775,503.39091658592224,448.47886967658997;463.75699043273926;476.02879762649536,485.37253880500793,448.4657895565033;463.78995394706726,482.37498450279236
546.3767545223236,567.6258974075317,518.8447835445404;546.3238680362701,552.7012157440186,518.806798696518;528.0618312358856;540.3063960075378,555.7187533378601,542.7976200580597,567.6246724128723,515.7387771606445;531.0572745800018;543.2772176265717,555.7082028388977,515.7215824127197;531.0964689254761,552.7101321220398
616.8967809677124,638.1564829349518,583.1035385131836;604.5525183677673;613.8289985656738,626.1876034736633,583.0671322345734;592.3281841278076;604.5700619220734;616.8418929576874,626.185688495636,606.9413161277771,638.1552612781525,579.998553276062;592.3111083507538;604.6108109951019,626.1365957260132,579.9385190010071;595.3161354064941;613.8105580806732,626.186781167984
690.4051096439362,714.7324676513672,650.598105430603;675.1398973464966,699.6300656795502,650.5592727661133;659.8545072078705;675.1036772727966;687.326746225357,699.7067120075226,686.5780365467072,714.731294631958,647.4725439548492;662.8068842887878;672.0683751106262;690.351480960846,699.7015221118927,647.5040948390961;662.9469714164734;684.3325967788696,699.6288640499115
767.1696031093597,791.5011780261993,727.0256521701813;739.3892104625702;751.736528635025;764.07013630867,776.4849090576172,727.1075406074524;739.4604043960571;764.0809969902039,776.423419713974,754.1571989059448,791.4998292922974,727.137015581131;751.7402079105377;767.104736328125,773.4777700901031,724.0916764736176;739.4263610839844;751.7701930999756,776.4873178005219
