server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
9.506935834884644,15.805587768554688,9.340178489685059,15.799701690673828,9.383295059204102,15.757698774337769,9.401695251464844,15.80478286743164,9.388559579849243,15.795066595077515,9.355515718460083,15.738221406936646
25.23908543586731,31.53761601448059,25.12260127067566,28.524983406066895,25.055853605270386,31.473668575286865,25.143787145614624,31.53695511817932,22.117445468902588,31.474671363830566,22.150508880615234,31.5315420627594
44.05096220970154,50.33865785598755,43.94770884513855,50.337679862976074,41.00307488441467,50.3368456363678,40.99375557899475,50.33589506149292,40.99841117858887,47.33517003059387,40.93807125091553,50.33847641944885
59.78567385673523,69.028799533844,56.63954305648804,68.9723629951477,59.692848205566406,69.02274894714355,59.663941860198975,66.01581478118896,59.67977857589722,65.96541905403137,59.65969157218933,69.02823185920715
78.50703358650208,84.82189321517944,75.42065382003784,84.74539828300476,78.25519227981567,84.80519938468933,75.3740303516388,84.8116021156311,78.39586925506592,84.81623697280884,75.41538906097412,84.82122659683228
97.26435017585754,106.52420210838318,97.148202419281,106.49298644065857,94.11414861679077,106.52360320091248,94.13404726982117,103.51172685623169,94.16275262832642,103.43831706047058,91.08056545257568,106.51857495307922
115.98755502700806,122.26561045646667,115.74267029762268,119.25731992721558,112.76109981536865,122.22705674171448,115.89515495300293,122.22781729698181,115.89148187637329,122.26503562927246,115.88715958595276,122.22602415084839
131.82321190834045,141.07369184494019,131.6387710571289,141.07308745384216,131.7214686870575,138.01964282989502,128.69306063652039,138.06586265563965,131.7214639186859,138.05711197853088,131.72543811798096,138.06467962265015
153.44008684158325,162.71411323547363,150.41769790649414,162.65375804901123,150.45347261428833,159.64537262916565,153.34206175804138,162.71354603767395,150.45775175094604,159.70817041397095,147.42085075378418,159.70705032348633
172.277325630188,178.57036924362183,169.11249828338623,178.56973576545715,172.16797852516174,178.5601077079773,172.16369700431824,178.48784518241882,172.1719560623169,178.5552957057953,172.15911626815796,178.56546783447266
188.07511806488037,194.3655722141266,187.95610857009888,194.3575575351715,187.95097970962524,194.36179065704346,187.9827117919922,194.34864020347595,187.97904086112976,194.35290956497192,184.8281331062317,194.36508440971375
203.83802938461304,213.12359809875488,203.7101662158966,213.0862238407135,203.74109649658203,213.1224386692047,203.74518537521362,210.079247713089,203.693044424057,213.12342381477356,203.643306016922,210.07832407951355
222.65265154838562,228.92211484909058,222.5466501712799,228.86155939102173,219.5080041885376,228.91820311546326,222.54664516448975,228.86694979667664,222.5511929988861,228.91734647750854,222.5550627708435,228.92156434059143
238.40477228164673,244.7177393436432,238.30281400680542,244.71719121932983,238.3111343383789,244.70209860801697,238.17410230636597,244.7081105709076,238.30711603164673,244.71236395835876,238.2854039669037,244.70344853401184
254.29946899414062,263.5987150669098,254.1921329498291,260.58679580688477,254.04861760139465,260.5877821445465,254.12011337280273,263.59248208999634,254.1881206035614,260.58567690849304,254.10755920410156,263.5980842113495
273.0639843940735,282.3440775871277,272.95415782928467,279.2570638656616,272.9582543373108,282.3434422016144,269.8712623119354,279.3334159851074,272.8793194293976,279.33436489105225,272.97132682800293,279.3353052139282
291.858993768692,298.1860089302063,291.7409906387329,298.11444640159607,291.74548149108887,298.1802079677582,291.7666449546814,298.17768931388855,291.7628290653229,298.18541955947876,291.762832403183,298.09506821632385
307.737277507782,317.0135660171509,307.64031863212585,314.00628995895386,307.47350549697876,314.00399351119995,307.60066199302673,317.0134265422821,307.60484409332275,317.0123839378357,307.6366045475006,314.00521326065063
326.4440269470215,335.7569558620453,323.38569617271423,335.7563672065735,326.2768692970276,332.6890254020691,326.3475992679596,332.6899666786194,323.39407086372375,332.74739146232605,323.3903841972351,332.7483277320862
348.2289628982544,357.51786398887634,345.1514558792114,357.43472504615784,348.1215600967407,357.51728320121765,345.14734649658203,354.5086884498596,342.1192727088928,354.50936365127563,345.1329381465912,351.50624990463257
367.0363643169403,376.219744682312,366.9159297943115,373.2302107810974,366.94395899772644,376.2195167541504,366.94395565986633,373.2751920223236,366.94018507003784,373.27599000930786,366.87575793266296,373.2742781639099
385.67156529426575,391.96679043769836,385.5276868343353,391.9521245956421,382.51972246170044,391.96197175979614,385.57097268104553,391.9465560913086,382.5548532009125,391.95724630355835,385.5456168651581,391.9662415981293
401.4631016254425,410.7532823085785,401.22189569473267,410.7483937740326,401.3530857563019,410.7526934146881,401.3250813484192,407.74242424964905,401.3406925201416,407.7416388988495,401.3692264556885,407.740437746048
423.130797624588,429.53564381599426,423.0381302833557,429.53081226348877,420.1047296524048,429.5316936969757,420.08090925216675,426.52347230911255,420.0253834724426,429.5350639820099,417.08932185173035,429.52975392341614
442.0336539745331,451.3004267215729,438.93101263046265,448.2346725463867,438.92657995224,448.2606177330017,441.9264576435089,451.300288438797,438.89558243751526,448.29145669937134,438.8955888748169,451.2992868423462
460.80252981185913,470.07068705558777,460.5736746788025,470.0700874328613,460.55490922927856,467.06388664245605,460.6271104812622,467.004629611969,460.7084753513336,467.00548911094666,457.6315140724182,467.06306171417236
482.60854148864746,491.86777997016907,482.50952553749084,491.86720848083496,479.4909965991974,488.86147356033325,479.4494323730469,485.8598966598511,479.4902181625366,488.80587363243103,479.5025796890259,488.852534532547
504.3224546909332,513.6705617904663,501.1200077533722,513.5343086719513,498.204528093338,510.66196274757385,504.21247696876526,513.5321476459503,504.2279589176178,513.6699407100677,501.2160174846649,510.662912607193
523.1787033081055,532.507833480835,523.082507610321,532.5076687335968,523.038156747818,529.4230082035065,523.0825045108795,529.5046350955963,523.0151088237762,529.5067851543427,523.0862457752228,529.5054214000702
544.9260876178741,554.1870582103729,541.829000711441,554.181494474411,544.8182454109192,554.1265029907227,541.8342068195343,551.1731131076813,541.7439033985138,551.0694143772125,538.8131246566772,554.1865031719208
563.620347738266,569.9086554050446,563.4173767566681,569.9040846824646,563.5266840457916,569.8378050327301,563.5187997817993,569.9009811878204,563.4386720657349,569.9021043777466,563.5229032039642,569.9080622196198
582.4022846221924,591.6628890037537,582.3015060424805,591.6622993946075,579.3105556964874,588.6542916297913,579.3420445919037,588.6553900241852,579.3364491462708,588.5984144210815,579.3105518817902,588.5992426872253
601.1072392463684,610.3695192337036,597.9321284294128,607.3226134777069,600.9453184604645,607.3612811565399,601.0144658088684,607.3236100673676,601.0107617378235,607.3622245788574,597.9947025775909,610.3688704967499
619.89226770401,629.0965287685394,619.7922987937927,626.1456496715546,619.7412710189819,626.1446993350983,619.7961664199829,629.0959215164185,619.7707405090332,626.1436150074005,619.7176008224487,626.0880737304688
641.4654312133789,650.6986222267151,638.4808237552643,647.7040231227875,638.4504916667938,647.7098534107208,641.363448381424,647.7081398963928,638.4859850406647,650.698028087616,638.4295964241028,647.7090368270874
660.1977937221527,666.5076141357422,660.0762376785278,666.5016160011292,660.0910189151764,663.495218038559,657.0249614715576,666.5005774497986,660.1055400371552,666.5070097446442,660.1019403934479,666.4452931880951
678.8896617889404,688.1638963222504,675.8335800170898,688.1621506214142,678.7896921634674,688.1633443832397,675.8467619419098,685.1592948436737,675.818507194519,685.1610770225525,672.7632067203522,685.1602971553802
