server_fit,server_ev,supernode-1_fit,supernode-1_ev,supernode-2_fit,supernode-2_ev,supernode-3_fit,supernode-3_ev,supernode-4_fit,supernode-4_ev,supernode-5_fit,supernode-5_ev
18.736491680145264,28.032933712005615,9.530918598175049,25.021470308303833,9.434520483016968;15.748785495758057,28.0324547290802,9.434524059295654;15.704488039016724,28.03141736984253,9.37406039237976;18.683934211730957,25.02336597442627,9.369920253753662;18.687233448028564,25.02254009246826
46.723909854888916,55.94873905181885,37.50591468811035,52.983964681625366,37.38783240318298;43.64992928504944,52.92694425582886,34.35603475570679;46.66989088058472,52.981563091278076,37.351595878601074;46.660494565963745,55.94857430458069,37.40306735038757;46.673481941223145,52.94283723831177
77.67762637138367,83.96941447257996,65.32829880714417;77.61569094657898,83.90771651268005,65.35173392295837;77.62763381004333,83.93062710762024,65.22595620155334;74.49610638618469,83.9670889377594,68.27608156204224,83.96923422813416,65.22235774993896;74.4089846611023,83.96791768074036
102.71756601333618,112.00598073005676,93.3853087425232;102.66857528686523,108.94139528274536,93.34281373023987;102.5713438987732,108.94227027893066,93.38530564308167;102.66474080085754,112.00535106658936,93.31550788879395;102.61667275428772,108.99873423576355,93.48288869857788,108.99726343154907
133.76408791542053,140.0651957988739,121.41134691238403;130.67658233642578,140.06458735466003,121.56278824806213,139.97790932655334,121.32642698287964;133.66502499580383,140.05952763557434,121.45401167869568;133.70604157447815,139.9766116142273,121.4540147781372;130.71461129188538,140.06044626235962
158.90507817268372,168.19620490074158,149.56379389762878;158.8503773212433,165.1612913608551,149.5637969970703;155.81743097305298,168.19561910629272,149.4879333972931;155.77274465560913,165.18847751617432,149.65269446372986,165.1893162727356,149.47159123420715;155.80645418167114,165.18760418891907
186.94300842285156,193.29486179351807,174.54953598976135;186.83197784423828,193.29437565803528,177.60387659072876;186.89354586601257,193.22435092926025,177.60387921333313;186.88859510421753,193.28422355651855,177.54502034187317;183.82901740074158,193.27913975715637,177.70469570159912,193.2900002002716
212.06842494010925,221.38893365859985,202.66888427734375;208.968106508255,218.381272315979,202.63953757286072;211.9400453567505,218.38304257392883,202.72624158859253;212.00736808776855,218.3821985721588,205.67070698738098,218.3375699520111,202.72624492645264;212.01881289482117,221.38830757141113
240.03410005569458,246.35950922966003,230.76459980010986;239.98149800300598,246.3434247970581,230.78651356697083;239.98502135276794,246.3012490272522,227.75164270401;237.07739233970642,246.3489921092987,230.81450295448303,246.3589596748352,227.756356716156;237.05037641525269,246.35434794425964
265.015478849411,271.33512687683105,255.84761238098145,271.3345012664795,255.7261266708374;264.95349383354187,271.3294265270233,252.73920607566833;261.98994874954224,271.32256174087524,255.72239899635315;264.95737624168396,271.23998522758484,252.7159345149994;261.95551466941833,271.31739807128906
